edge_id,start_stake,end_stake,route_direction,route_code,section_code
-13154,1.131,0.329,clockwise,G4202,G4202001
-5004,1.131,1.281,clockwise,G4202,G4202001
-11324,1.240,1.091,counterclockwise,G4202,G4202001
-11324.141,1.240,1.384,counterclockwise,G4202,G4202001
-6358,1.240,1.093,counterclockwise,G4202,G4202001
-7812,1.240,0.726,counterclockwise,G4202,G4202001
-5004.153,1.281,1.463,clockwise,G4202,G4202001
-9292,1.384,2.187,counterclockwise,G4202,G4202001
-3164,1.713,1.623,clockwise,G4202,G4202001
-8014,1.713,2.225,clockwise,G4202,G4202001
-16216,2.187,2.432,counterclockwise,G4202,G4202001
-10702,2.225,2.494,clockwise,G4202,G4202001
-13544,2.432,3.022,counterclockwise,G4202,G4202001
-12898,2.494,2.555,clockwise,G4202,G4202001
-11170,4.393,3.913,clockwise,G4202,G4202001
-12898.43,4.393,4.315,clockwise,G4202,G4202001
-17176,4.393,3.160,clockwise,G4202,G4202001
-3492,4.393,4.544,clockwise,G4202,G4202001
-12652,4.465,4.356,counterclockwise,G4202,G4202001
-2360,4.465,3.685,counterclockwise,G4202,G4202001
-3162,4.465,4.642,counterclockwise,G4202,G4202001
-5848,4.465,4.436,counterclockwise,G4202,G4202001
-8022,4.465,4.330,counterclockwise,G4202,G4202001
-8118,4.544,4.654,clockwise,G4202,G4202001
-10820,4.642,5.874,counterclockwise,G4202,G4202001
-10120,4.654,5.448,clockwise,G4202,G4202001
-10634,5.448,5.480,clockwise,G4202,G4202001
-6210,5.480,5.720,clockwise,G4202,G4202001
-6210.244,5.720,5.882,clockwise,G4202,G4202001
-12152,5.874,6.354,counterclockwise,G4202,G4202001
-3924,5.882,6.406,clockwise,G4202,G4202001
-14846,6.354,6.517,counterclockwise,G4202,G4202001
-12758,6.517,6.756,counterclockwise,G4202,G4202001
-10658,7.168,6.531,counterclockwise,G4202,G4202001
-5882,7.168,7.057,counterclockwise,G4202,G4202001
-5882.98,7.168,8.333,counterclockwise,G4202,G4202001
-5716,8.333,8.360,counterclockwise,G4202,G4202001
-7192,8.360,8.953,counterclockwise,G4202,G4202001
-7192.596,8.953,9.068,counterclockwise,G4202,G4202001
-5102,9.068,9.593,counterclockwise,G4202,G4202001
-13500,9.304,8.298,clockwise,G4202,G4202001
-15178,9.304,9.801,clockwise,G4202,G4202001
-3100,9.304,9.157,clockwise,G4202,G4202001
-3100.145,9.304,9.151,clockwise,G4202,G4202001
-8760,9.304,9.278,clockwise,G4202,G4202001
-9648,9.304,8.028,clockwise,G4202,G4202001
-9648.1279,9.304,9.168,clockwise,G4202,G4202001
-16858,9.593,10.448,counterclockwise,G4202,G4202001
-16768,9.801,9.954,clockwise,G4202,G4202001
-10594,10.012,12.010,clockwise,G4202,G4202001
-1180,10.012,9.984,clockwise,G4202,G4202001
-13974,10.047,9.927,upstream,S81,S0081001
-16114,10.047,9.403,upstream,S81,S0081001
-4000000236,10.047,9.550,upstream,S81,S0081001
-4000000240,10.047,7.928,upstream,S81,S0081001
-4000000438,10.047,10.529,downstream,S81,S0081001
-4000000440,10.047,9.299,upstream,S81,S0081001
-4000000442,10.047,9.912,upstream,S81,S0081001
-4000000443,10.047,8.780,upstream,S81,S0081001
-4000000446,10.047,9.794,upstream,S81,S0081001
-4000000449,10.047,9.028,upstream,S81,S0081001
-4000000450,10.047,9.656,upstream,S81,S0081001
-4000000452,10.047,9.691,upstream,S81,S0081001
-4000000455,10.047,9.707,upstream,S81,S0081001
-4000000495,10.047,9.667,upstream,S81,S0081001
-4000000500,10.047,9.606,upstream,S81,S0081001
-4000000503,10.047,9.844,upstream,S81,S0081001
-5578,10.047,9.868,upstream,S81,S0081001
-7036,10.047,9.975,upstream,S81,S0081001
-7438,10.047,9.769,upstream,S81,S0081001
-4000000436,10.529,11.071,downstream,S81,S0081001
-4000000434,11.071,11.760,downstream,S81,S0081001
-15494.1938,11.717,11.311,counterclockwise,G4202,G4202001
-15494.2377,11.717,10.477,counterclockwise,G4202,G4202001
-3662,11.717,13.710,counterclockwise,G4202,G4202001
-4000000432,11.760,12.647,downstream,S81,S0081001
-16766,12.010,12.883,clockwise,G4202,G4202001
-4000000496,12.647,12.749,downstream,S81,S0081001
-4000000499,12.749,13.222,downstream,S81,S0081001
-4000000430,13.222,13.740,downstream,S81,S0081001
-660,13.710,13.738,counterclockwise,G4202,G4202001
-17028,13.738,13.885,counterclockwise,G4202,G4202001
-1410,14.289,14.231,counterclockwise,G4202,G4202001
-15494,14.289,15.376,counterclockwise,G4202,G4202001
-3830,14.289,14.078,counterclockwise,G4202,G4202001
-3830.213,14.289,13.817,counterclockwise,G4202,G4202001
-16766.2439,14.481,15.642,clockwise,G4202,G4202001
-16766.867,14.481,12.971,clockwise,G4202,G4202001
-15494.1043,15.376,15.680,counterclockwise,G4202,G4202001
-13978,15.642,15.701,clockwise,G4202,G4202001
-15494.1445,15.680,16.012,counterclockwise,G4202,G4202001
-13354,15.701,16.350,clockwise,G4202,G4202001
-15494.1777,16.012,16.151,counterclockwise,G4202,G4202001
-13354.652,16.350,16.515,clockwise,G4202,G4202001
-6084,16.515,16.839,clockwise,G4202,G4202001
-10394,16.976,16.928,counterclockwise,G4202,G4202001
-11670,16.976,16.255,counterclockwise,G4202,G4202001
-15216,16.976,16.926,counterclockwise,G4202,G4202001
-15216.52,16.976,16.846,counterclockwise,G4202,G4202001
-16282,16.976,18.021,counterclockwise,G4202,G4202001
-16228,17.432,17.321,clockwise,G4202,G4202001
-16228.95,17.432,18.500,clockwise,G4202,G4202001
-5108,17.432,17.134,clockwise,G4202,G4202001
-9632,17.432,17.327,clockwise,G4202,G4202001
-16282.1049,18.021,18.164,counterclockwise,G4202,G4202001
-11982,18.164,18.438,counterclockwise,G4202,G4202001
-10792,18.438,18.544,counterclockwise,G4202,G4202001
-10018,18.500,18.548,clockwise,G4202,G4202001
-12712,18.544,18.994,counterclockwise,G4202,G4202001
-15574,18.548,18.764,clockwise,G4202,G4202001
-15574.220,18.764,18.853,clockwise,G4202,G4202001
-14084,18.853,19.460,clockwise,G4202,G4202001
-4000000415,19.681,20.690,downstream,S81,S0081001
-4000000417,19.681,19.180,upstream,S81,S0081001
-4000000418,19.681,18.023,upstream,S81,S0081001
-4000000421,19.681,18.647,upstream,S81,S0081001
-4000000422,19.681,19.643,upstream,S81,S0081001
-4000000423,19.681,18.606,upstream,S81,S0081001
-4000000427,19.681,19.471,upstream,S81,S0081001
-4000000429,19.681,18.376,upstream,S81,S0081001
-12316,20.654,19.903,clockwise,G4202,G4202001
-2266,20.654,22.520,clockwise,G4202,G4202001
-5784,20.654,20.378,clockwise,G4202,G4202001
-682,20.654,20.540,clockwise,G4202,G4202001
-4000000413,20.903,21.317,downstream,S81,S0081001
-4000000410,21.317,23.101,downstream,S81,S0081001
-10034,22.174,22.024,counterclockwise,G4202,G4202001
-10034.151,22.174,24.069,counterclockwise,G4202,G4202001
-11770,22.174,22.085,counterclockwise,G4202,G4202001
-14284,22.174,22.104,counterclockwise,G4202,G4202001
-17226.262,22.174,22.087,counterclockwise,G4202,G4202001
-2716,22.174,22.039,counterclockwise,G4202,G4202001
-9712,22.174,21.974,counterclockwise,G4202,G4202001
-2266.1874,22.520,22.672,clockwise,G4202,G4202001
-4380,22.672,22.759,clockwise,G4202,G4202001
-4000000408,23.101,23.415,downstream,S81,S0081001
-2828,23.210,23.275,clockwise,G4202,G4202001
-6890,23.210,23.075,clockwise,G4202,G4202001
-7216,23.210,23.011,clockwise,G4202,G4202001
-15486,23.275,23.425,clockwise,G4202,G4202001
-4000000406,23.415,23.892,downstream,S81,S0081001
-15486.125,23.425,23.527,clockwise,G4202,G4202001
-4000000404,23.892,24.007,downstream,S81,S0081001
-4000000402,24.007,24.089,downstream,S81,S0081001
-3386,24.069,24.272,counterclockwise,G4202,G4202001
-4000000400,24.089,24.884,downstream,S81,S0081001
-10856,24.272,25.025,counterclockwise,G4202,G4202001
-4000000392,24.884,25.205,downstream,S81,S0081001
-15530,25.025,25.141,counterclockwise,G4202,G4202001
-11236,25.188,24.151,clockwise,G4202,G4202001
-13236,25.188,24.745,clockwise,G4202,G4202001
-13352,25.188,25.095,clockwise,G4202,G4202001
-2264,25.188,27.645,clockwise,G4202,G4202001
-4000000395,25.205,27.598,downstream,S81,S0081001
-10202,27.000,26.931,counterclockwise,G4202,G4202001
-11018,27.000,26.704,counterclockwise,G4202,G4202001
-14840,27.000,27.663,counterclockwise,G4202,G4202001
-1838,27.000,26.988,counterclockwise,G4202,G4202001
-3680,27.000,26.923,counterclockwise,G4202,G4202001
-4018,27.000,26.919,counterclockwise,G4202,G4202001
-4070,27.000,26.820,counterclockwise,G4202,G4202001
-4070.156,27.000,26.818,counterclockwise,G4202,G4202001
-8794,27.000,26.933,counterclockwise,G4202,G4202001
-4000000396,27.598,27.731,downstream,S81,S0081001
-12044,27.645,27.658,clockwise,G4202,G4202001
-6692,27.658,28.309,clockwise,G4202,G4202001
-15256,27.663,27.676,counterclockwise,G4202,G4202001
-8420,27.676,30.114,counterclockwise,G4202,G4202001
-4000000397,27.731,29.336,downstream,S81,S0081001
-1938,28.309,28.321,clockwise,G4202,G4202001
-6652,28.321,28.517,clockwise,G4202,G4202001
-6652.199,28.517,28.680,clockwise,G4202,G4202001
-2622,28.680,28.948,clockwise,G4202,G4202001
-16688,28.948,29.000,clockwise,G4202,G4202001
-15262,29.000,29.156,clockwise,G4202,G4202001
-4000000391,29.336,30.470,downstream,S81,S0081001
-3094,29.999,28.857,counterclockwise,G4202,G4202001
-4500,29.999,30.310,counterclockwise,G4202,G4202001
-5866,29.999,29.875,counterclockwise,G4202,G4202001
-12168,30.004,29.951,clockwise,G4202,G4202001
-13402,30.004,29.862,clockwise,G4202,G4202001
-13402.121,30.004,29.749,clockwise,G4202,G4202001
-14078,30.004,30.356,clockwise,G4202,G4202001
-16534,30.004,29.957,clockwise,G4202,G4202001
-17190,30.004,29.930,clockwise,G4202,G4202001
-1754,30.004,29.925,clockwise,G4202,G4202001
-4438,30.004,29.854,clockwise,G4202,G4202001
-9352,30.004,29.963,clockwise,G4202,G4202001
-16604,30.114,30.559,counterclockwise,G4202,G4202001
-7678,30.310,30.693,counterclockwise,G4202,G4202001
-10160,30.356,30.671,clockwise,G4202,G4202001
-4000000388,30.470,31.244,downstream,S81,S0081001
-2804,30.559,31.597,counterclockwise,G4202,G4202001
-13194,30.671,30.829,clockwise,G4202,G4202001
-11514,30.693,30.898,counterclockwise,G4202,G4202001
-3298,30.829,31.901,clockwise,G4202,G4202001
-11514.209,30.898,31.027,counterclockwise,G4202,G4202001
-15738,31.027,31.170,counterclockwise,G4202,G4202001
-15490,31.170,31.218,counterclockwise,G4202,G4202001
-6714,31.218,31.378,counterclockwise,G4202,G4202001
-4000000387,31.244,31.837,downstream,S81,S0081001
-11500,31.597,31.665,counterclockwise,G4202,G4202001
-17226,31.665,31.888,counterclockwise,G4202,G4202001
-3600,31.782,31.473,counterclockwise,G4202,G4202001
-6638,31.782,31.568,counterclockwise,G4202,G4202001
-6638.218,31.782,32.870,counterclockwise,G4202,G4202001
-4000000384,31.837,32.502,downstream,S81,S0081001
-12736,32.458,32.127,clockwise,G4202,G4202001
-15988,32.458,32.409,clockwise,G4202,G4202001
-2602,32.458,32.613,clockwise,G4202,G4202001
-4000000383,32.502,33.173,downstream,S81,S0081001
-2602.118,32.613,33.694,clockwise,G4202,G4202001
-6638.218.1096,32.870,32.968,counterclockwise,G4202,G4202001
-2364,32.968,33.351,counterclockwise,G4202,G4202001
-4000000382,33.173,33.272,downstream,S81,S0081001
-6404,33.351,33.400,counterclockwise,G4202,G4202001
-2602.1207,33.694,33.913,clockwise,G4202,G4202001
-10020,33.913,34.177,clockwise,G4202,G4202001
-1234,34.177,34.375,clockwise,G4202,G4202001
-5124,34.375,34.517,clockwise,G4202,G4202001
-13706,34.517,34.805,clockwise,G4202,G4202001
-2680,35.101,34.754,counterclockwise,G4202,G4202001
-2680.221,35.101,34.988,counterclockwise,G4202,G4202001
-690,35.101,34.890,counterclockwise,G4202,G4202001
-7462,35.101,35.390,counterclockwise,G4202,G4202001
-13012,35.390,35.530,counterclockwise,G4202,G4202001
-8646,35.530,35.750,counterclockwise,G4202,G4202001
-12264,36.706,36.475,clockwise,G4202,G4202001
-13708,36.706,36.648,clockwise,G4202,G4202001
-5016,36.706,36.504,clockwise,G4202,G4202001
-5016.171,36.706,36.102,clockwise,G4202,G4202001
-5146,36.706,36.426,clockwise,G4202,G4202001
-9050,36.706,36.373,clockwise,G4202,G4202001
-9142,36.706,37.297,clockwise,G4202,G4202001
-10000,36.931,36.296,counterclockwise,G4202,G4202001
-12886,36.931,36.783,counterclockwise,G4202,G4202001
-12886.141,36.931,36.400,counterclockwise,G4202,G4202001
-8502,36.931,37.514,counterclockwise,G4202,G4202001
-8148,37.297,37.936,clockwise,G4202,G4202001
-8996,37.514,37.792,counterclockwise,G4202,G4202001
-12960,37.792,38.393,counterclockwise,G4202,G4202001
-8148.643,38.047,37.896,clockwise,G4202,G4202001
-8482,38.047,38.545,clockwise,G4202,G4202001
-12960.605,38.393,38.557,counterclockwise,G4202,G4202001
-16442,38.545,38.757,clockwise,G4202,G4202001
-15344,38.547,39.491,counterclockwise,G4202,G4202001
-15896,38.547,38.395,counterclockwise,G4202,G4202001
-15896.145,38.547,38.189,counterclockwise,G4202,G4202001
-1982,38.547,38.028,counterclockwise,G4202,G4202001
-1982.519,38.547,38.504,counterclockwise,G4202,G4202001
-3108,38.547,38.497,counterclockwise,G4202,G4202001
-5664,38.820,39.755,clockwise,G4202,G4202001
-992,39.491,39.629,counterclockwise,G4202,G4202001
-992.141,39.629,39.748,counterclockwise,G4202,G4202001
-11918,39.755,39.807,clockwise,G4202,G4202001
-7798,39.807,40.263,clockwise,G4202,G4202001
-13928,40.597,40.300,clockwise,G4202,G4202001
-5220,40.597,40.463,clockwise,G4202,G4202001
-7790,40.597,40.923,clockwise,G4202,G4202001
-7798.460,40.597,40.447,clockwise,G4202,G4202001
-7790.354,40.923,41.222,clockwise,G4202,G4202001
-1842,41.222,41.356,clockwise,G4202,G4202001
-1842.115,41.356,41.754,clockwise,G4202,G4202001
-11526,41.410,42.457,counterclockwise,G4202,G4202001
-15156,42.457,42.783,counterclockwise,G4202,G4202001
-15156.326,42.783,42.923,counterclockwise,G4202,G4202001
-7982,42.923,43.319,counterclockwise,G4202,G4202001
-7982.425,43.319,43.363,counterclockwise,G4202,G4202001
-7982.512,43.363,43.630,counterclockwise,G4202,G4202001
-6140,43.369,43.633,clockwise,G4202,G4202001
-760,43.369,42.200,clockwise,G4202,G4202001
-8330,43.369,43.369,clockwise,G4202,G4202001
-12206,43.380,43.247,counterclockwise,G4202,G4202001
-13458,43.380,42.714,counterclockwise,G4202,G4202001
-13458.659,43.380,43.260,counterclockwise,G4202,G4202001
-13696,43.380,43.697,counterclockwise,G4202,G4202001
-17118,43.380,43.027,counterclockwise,G4202,G4202001
-3368,43.380,42.577,counterclockwise,G4202,G4202001
-9842,43.628,44.292,clockwise,G4202,G4202001
-6914,44.292,44.446,clockwise,G4202,G4202001
-6914.155,44.446,45.190,clockwise,G4202,G4202001
-16010,45.190,45.326,clockwise,G4202,G4202001
-2894,45.326,45.678,clockwise,G4202,G4202001
-4000000238,46.252,43.011,upstream,S81,S0081001
-4000000245,46.252,45.848,upstream,S81,S0081001
-4000000348,46.252,51.222,downstream,S81,S0081001
-4000000357,46.252,45.715,upstream,S81,S0081001
-4000000358,46.252,45.050,upstream,S81,S0081001
-4000000361,46.252,44.745,upstream,S81,S0081001
-4000000363,46.252,45.342,upstream,S81,S0081001
-4000000365,46.252,46.099,upstream,S81,S0081001
-4000000366,46.252,46.029,upstream,S81,S0081001
-4000000368,46.252,45.987,upstream,S81,S0081001
-4000000369,46.252,46.017,upstream,S81,S0081001
-4000000372,46.252,45.524,upstream,S81,S0081001
-4000000374,46.252,44.157,upstream,S81,S0081001
-4000000376,46.252,45.733,upstream,S81,S0081001
-4000000378,46.252,45.878,upstream,S81,S0081001
-4000000490,46.252,45.992,upstream,S81,S0081001
-4000000493,46.252,45.988,upstream,S81,S0081001
-7444,49.242,49.105,counterclockwise,G4202,G4202002
-7444.135,49.242,49.915,counterclockwise,G4202,G4202002
-11012,49.349,49.807,clockwise,G4202,G4202002
-16182,49.349,47.154,clockwise,G4202,G4202002
-3144,49.349,47.805,clockwise,G4202,G4202002
-9446,49.349,49.292,clockwise,G4202,G4202002
-15452,49.807,50.430,clockwise,G4202,G4202002
-14706,49.915,50.370,counterclockwise,G4202,G4202002
-8712,50.370,51.911,counterclockwise,G4202,G4202002
-15452.627,50.430,50.537,clockwise,G4202,G4202002
-9350,50.537,51.032,clockwise,G4202,G4202002
-2040,50.888,51.296,counterclockwise,G4202,G4202002
-6906.1080,50.888,50.601,counterclockwise,G4202,G4202002
-4000000346,51.222,53.194,downstream,S81,S0081001
-13636,51.296,51.366,counterclockwise,G4202,G4202002
-12970,51.366,51.805,counterclockwise,G4202,G4202002
-10376,51.813,51.605,clockwise,G4202,G4202002
-10376.203,51.813,52.961,clockwise,G4202,G4202002
-12680,51.813,51.433,clockwise,G4202,G4202002
-15488,51.813,51.744,clockwise,G4202,G4202002
-10188,51.834,51.476,counterclockwise,G4202,G4202002
-1438,51.834,51.786,counterclockwise,G4202,G4202002
-3324,51.834,51.623,counterclockwise,G4202,G4202002
-4360,51.834,51.790,counterclockwise,G4202,G4202002
-6906,51.834,52.911,counterclockwise,G4202,G4202002
-5438,51.911,51.974,counterclockwise,G4202,G4202002
-14746,51.974,54.184,counterclockwise,G4202,G4202002
-4592,52.961,53.009,clockwise,G4202,G4202002
-12612,53.009,53.386,clockwise,G4202,G4202002
-4000000335,53.194,56.128,downstream,S81,S0081001
-10936,53.847,54.367,clockwise,G4202,G4202002
-4814,53.847,53.802,clockwise,G4202,G4202002
-8770,53.847,53.629,clockwise,G4202,G4202002
-11244,54.367,54.485,clockwise,G4202,G4202002
-5626,54.485,55.120,clockwise,G4202,G4202002
-2316,55.302,55.269,clockwise,G4202,G4202002
-7022,55.302,56.808,clockwise,G4202,G4202002
-9674,55.302,55.058,clockwise,G4202,G4202002
-11256,55.848,57.366,counterclockwise,G4202,G4202002
-16884,55.848,55.325,counterclockwise,G4202,G4202002
-17198,55.848,55.677,counterclockwise,G4202,G4202002
-3192,55.848,55.736,counterclockwise,G4202,G4202002
-7226,55.848,55.574,counterclockwise,G4202,G4202002
-7716,55.848,55.835,counterclockwise,G4202,G4202002
-4000000487,56.128,56.404,downstream,S81,S0081001
-4000000489,56.404,57.218,downstream,S81,S0081001
-6982,56.808,57.343,clockwise,G4202,G4202002
-4000000339,57.218,61.211,downstream,S81,S0081001
-8050,57.343,57.525,clockwise,G4202,G4202002
-7268,57.366,57.398,counterclockwise,G4202,G4202002
-15332,57.398,57.545,counterclockwise,G4202,G4202002
-2776,57.525,57.537,clockwise,G4202,G4202002
-1044,57.545,58.279,counterclockwise,G4202,G4202002
-7876,57.876,58.346,downstream,S4,S0004001
-12696,58.279,58.399,counterclockwise,G4202,G4202002
-11172,58.346,60.422,downstream,S4,S0004001
-11574,58.378,58.155,upstream,S4,S0004001
-11820,58.378,55.510,upstream,S4,S0004001
-12114,58.378,57.866,upstream,S4,S0004001
-14012,58.378,58.042,upstream,S4,S0004001
-14244,58.378,58.346,upstream,S4,S0004001
-1576,58.378,57.876,upstream,S4,S0004001
-16236,58.378,58.216,upstream,S4,S0004001
-16450,58.378,57.764,upstream,S4,S0004001
-2704,58.378,58.053,upstream,S4,S0004001
-2844,58.378,58.101,upstream,S4,S0004001
-3516,58.378,58.077,upstream,S4,S0004001
-4258,58.378,55.463,upstream,S4,S0004001
-4286,58.378,57.787,upstream,S4,S0004001
-4390,58.378,57.928,upstream,S4,S0004001
-6542,58.378,58.415,downstream,S4,S0004001
-6624,58.378,58.157,upstream,S4,S0004001
-6752,58.378,57.845,upstream,S4,S0004001
-7386,58.378,58.348,upstream,S4,S0004001
-7572,58.378,58.270,upstream,S4,S0004001
-7874,58.378,58.222,upstream,S4,S0004001
-7888,58.378,57.029,upstream,S4,S0004001
-8184,58.378,54.865,upstream,S4,S0004001
-8270,58.378,58.276,upstream,S4,S0004001
-8690,58.378,58.161,upstream,S4,S0004001
-9806,58.378,58.310,upstream,S4,S0004001
-16554,58.399,58.952,counterclockwise,G4202,G4202002
-17410,58.415,64.323,downstream,S4,S0004001
-12446,58.481,58.342,clockwise,G4202,G4202002
-16946,58.481,58.260,clockwise,G4202,G4202002
-4596,58.481,58.087,clockwise,G4202,G4202002
-8012,58.481,58.559,clockwise,G4202,G4202002
-13438,58.559,58.844,clockwise,G4202,G4202002
-10892,59.290,60.116,clockwise,G4202,G4202002
-12470,59.290,59.093,clockwise,G4202,G4202002
-7542,59.290,58.975,clockwise,G4202,G4202002
-10980,59.828,59.537,counterclockwise,G4202,G4202002
-1172,59.828,59.430,counterclockwise,G4202,G4202002
-1698,59.828,60.535,counterclockwise,G4202,G4202002
-2788,59.828,59.619,counterclockwise,G4202,G4202002
-3630,59.828,59.494,counterclockwise,G4202,G4202002
-1072,60.116,60.322,clockwise,G4202,G4202002
-7668,60.322,60.578,clockwise,G4202,G4202002
-10884,60.535,60.751,counterclockwise,G4202,G4202002
-13776,60.578,60.858,clockwise,G4202,G4202002
-10666,60.751,61.100,counterclockwise,G4202,G4202002
-15724,60.858,61.235,clockwise,G4202,G4202002
-4692,61.100,61.361,counterclockwise,G4202,G4202002
-13736,61.361,61.430,counterclockwise,G4202,G4202002
-15770,61.430,61.842,counterclockwise,G4202,G4202002
-1736,61.985,63.040,clockwise,G4202,G4202002
-6086,61.985,61.738,clockwise,G4202,G4202002
-6086.247,61.985,61.577,clockwise,G4202,G4202002
-7692,61.985,61.939,clockwise,G4202,G4202002
-4000000331,62.253,62.350,downstream,S81,S0081001
-4000000333,62.253,62.117,upstream,S81,S0081001
-4000000334,62.253,61.906,upstream,S81,S0081001
-4000000337,62.253,62.192,upstream,S81,S0081001
-4000000482,62.253,62.167,upstream,S81,S0081001
-4000000485,62.253,61.921,upstream,S81,S0081001
-4000000326,62.350,62.828,downstream,S81,S0081001
-4000000319,62.828,64.262,downstream,S81,S0081001
-13140,62.840,62.702,counterclockwise,G4202,G4202002
-15086,62.840,62.784,counterclockwise,G4202,G4202002
-17388,62.840,62.771,counterclockwise,G4202,G4202002
-3676,62.840,62.690,counterclockwise,G4202,G4202002
-3934,62.840,62.449,counterclockwise,G4202,G4202002
-5816,62.840,62.649,counterclockwise,G4202,G4202002
-9366,62.840,63.929,counterclockwise,G4202,G4202002
-8592,63.040,63.109,clockwise,G4202,G4202002
-4496,63.109,63.248,clockwise,G4202,G4202002
-806,63.248,63.608,clockwise,G4202,G4202002
-11908,63.608,63.668,clockwise,G4202,G4202002
-7350,63.929,63.969,counterclockwise,G4202,G4202002
-7284,63.969,64.353,counterclockwise,G4202,G4202002
-10640,64.083,63.959,clockwise,G4202,G4202002
-11596,64.083,64.032,clockwise,G4202,G4202002
-1304,64.083,63.958,clockwise,G4202,G4202002
-1304.129,64.083,63.964,clockwise,G4202,G4202002
-8346,64.083,64.270,clockwise,G4202,G4202002
-688,64.246,64.586,downstream,S4,S0004001
-4000000317,64.262,66.183,downstream,S81,S0081001
-6806,64.270,64.343,clockwise,G4202,G4202002
-3818,64.343,64.423,clockwise,G4202,G4202002
-7284.387,64.353,64.561,counterclockwise,G4202,G4202002
-16832,64.586,64.848,downstream,S4,S0004001
-15822,64.848,65.398,downstream,S4,S0004001
-11270,65.236,66.231,clockwise,G4202,G4202002
-14336,65.236,64.686,clockwise,G4202,G4202002
-9702,65.236,65.157,clockwise,G4202,G4202002
-13020,65.294,64.995,counterclockwise,G4202,G4202002
-15222,65.294,65.102,counterclockwise,G4202,G4202002
-16202,65.294,65.231,counterclockwise,G4202,G4202002
-16540,65.294,65.264,counterclockwise,G4202,G4202002
-5084,65.294,66.295,counterclockwise,G4202,G4202002
-6412,65.294,64.982,counterclockwise,G4202,G4202002
-6656,65.294,65.236,counterclockwise,G4202,G4202002
-8032,65.294,64.517,counterclockwise,G4202,G4202002
-15830,65.398,65.623,downstream,S4,S0004001
-6574,65.623,65.889,downstream,S4,S0004001
-2106,65.889,67.121,downstream,S4,S0004001
-4000000315,66.183,66.793,downstream,S81,S0081001
-3112,66.231,66.297,clockwise,G4202,G4202002
-4744,66.295,66.376,counterclockwise,G4202,G4202002
-5000,66.297,66.788,clockwise,G4202,G4202002
-12260,66.376,66.929,counterclockwise,G4202,G4202002
-13298,66.788,66.933,clockwise,G4202,G4202002
-4000000313,66.793,67.080,downstream,S81,S0081001
-15958,66.929,67.056,counterclockwise,G4202,G4202002
-5454,66.933,66.986,clockwise,G4202,G4202002
-15316,66.986,67.768,clockwise,G4202,G4202002
-728,67.056,67.098,counterclockwise,G4202,G4202002
-4000000312,67.080,67.305,downstream,S81,S0081001
-16248,67.098,67.296,counterclockwise,G4202,G4202002
-7958,67.121,67.299,downstream,S4,S0004001
-9898,67.296,67.347,counterclockwise,G4202,G4202002
-2114,67.299,72.341,downstream,S4,S0004001
-4000000308,67.305,67.746,downstream,S81,S0081001
-4750,67.768,67.915,clockwise,G4202,G4202002
-10570,69.745,69.697,clockwise,G4202,G4202002
-13418,69.745,70.200,clockwise,G4202,G4202002
-17144,69.745,69.237,clockwise,G4202,G4202002
-2824,69.745,69.711,clockwise,G4202,G4202002
-4532,69.745,69.563,clockwise,G4202,G4202002
-5230,69.745,69.125,clockwise,G4202,G4202002
-5432,69.745,69.661,clockwise,G4202,G4202002
-9594,69.745,69.503,clockwise,G4202,G4202002
-10810,70.162,70.021,counterclockwise,G4202,G4202002
-10810.142,70.162,69.096,counterclockwise,G4202,G4202002
-10978,70.162,70.092,counterclockwise,G4202,G4202002
-1540,70.162,69.891,counterclockwise,G4202,G4202002
-5986,70.162,70.003,counterclockwise,G4202,G4202002
-6028,70.162,70.590,counterclockwise,G4202,G4202002
-6630,70.162,70.119,counterclockwise,G4202,G4202002
-736,70.162,70.035,counterclockwise,G4202,G4202002
-2484,70.200,70.247,clockwise,G4202,G4202002
-15190,70.247,70.407,clockwise,G4202,G4202002
-12382,70.407,70.450,clockwise,G4202,G4202002
-10618,70.450,70.707,clockwise,G4202,G4202002
-10042,70.590,70.830,counterclockwise,G4202,G4202002
-9166,70.707,70.820,clockwise,G4202,G4202002
-1420,70.830,71.343,counterclockwise,G4202,G4202002
-4282,71.343,71.373,counterclockwise,G4202,G4202002
-4838,71.373,71.982,counterclockwise,G4202,G4202002
-12086,71.982,72.053,counterclockwise,G4202,G4202002
-9296,72.053,72.225,counterclockwise,G4202,G4202002
-4000000291,72.096,71.786,upstream,S81,S0081001
-4000000294,72.096,71.877,upstream,S81,S0081001
-4000000295,72.096,72.134,downstream,S81,S0081001
-4000000297,72.096,71.399,upstream,S81,S0081001
-4000000300,72.096,71.547,upstream,S81,S0081001
-4000000301,72.096,71.139,upstream,S81,S0081001
-4000000303,72.096,71.855,upstream,S81,S0081001
-4000000305,72.096,71.038,upstream,S81,S0081001
-4000000311,72.096,72.011,upstream,S81,S0081001
-4000000280,72.134,72.415,downstream,S81,S0081001
-4774,72.341,72.504,downstream,S4,S0004001
-4000000281,72.415,72.653,downstream,S81,S0081001
-8814,72.504,72.915,downstream,S4,S0004001
-4000000279,72.653,72.832,downstream,S81,S0081001
-11116,72.746,71.670,clockwise,G4202,G4202002
-11116.1080,72.746,72.597,clockwise,G4202,G4202002
-14038,72.746,73.059,clockwise,G4202,G4202002
-15266,72.746,72.671,clockwise,G4202,G4202002
-16906,72.746,72.543,clockwise,G4202,G4202002
-9774,72.746,72.335,clockwise,G4202,G4202002
