edge_id,start_stake,end_stake,route_direction,route_code,section_code
-7086,172.667,177.684,clockwise,SA2,SA002002
-7864,172.667,172.667,clockwise,SA2,SA002002
-14564,172.734,175.423,clockwise,SA2,SA002002
-15804,172.734,172.734,clockwise,SA2,SA002002
-6614,173.302,173.427,downstream,S4,S0004001
-9638,173.427,173.553,downstream,S4,S0004001
-9304,173.553,173.695,downstream,S4,S0004001
-17242,173.695,177.027,downstream,S4,S0004001
-11384,175.387,175.186,counterclockwise,SA2,SA002002
-12154,175.387,174.794,counterclockwise,SA2,SA002002
-1306,175.387,175.360,counterclockwise,SA2,SA002002
-2600,175.387,174.133,counterclockwise,SA2,SA002002
-3436,175.387,175.147,counterclockwise,SA2,SA002002
-9706,175.387,174.289,counterclockwise,SA2,SA002002
-17232,175.423,175.663,clockwise,SA2,SA002002
-12182,175.596,171.136,counterclockwise,SA2,SA002002
-14092,175.596,175.596,counterclockwise,SA2,SA002002
-14094,175.596,175.596,counterclockwise,SA2,SA002002
-5366,175.596,175.596,counterclockwise,SA2,SA002002
-16754,175.663,176.755,clockwise,SA2,SA002002
-5364,176.017,175.596,counterclockwise,SA2,SA002002
-2802,176.485,176.485,counterclockwise,SA2,SA002002
-3430,176.485,176.017,counterclockwise,SA2,SA002002
-11268,176.755,177.355,clockwise,SA2,SA002002
-14006,176.805,176.485,counterclockwise,SA2,SA002002
-17340,176.805,176.805,counterclockwise,SA2,SA002002
-2172,177.027,177.098,downstream,S4,S0004001
-654,177.098,177.381,downstream,S4,S0004001
-6182,177.355,178.602,clockwise,SA2,SA002002
-9670,177.381,177.480,downstream,S4,S0004001
-5008,177.480,178.273,downstream,S4,S0004001
-13514,177.684,175.387,counterclockwise,SA2,SA002002
-14724,177.684,177.684,counterclockwise,SA2,SA002002
-1948,177.684,177.684,counterclockwise,SA2,SA002002
-3562,178.273,178.798,downstream,S4,S0004001
-17290,178.357,172.734,clockwise,SA2,SA002002
-1946,178.357,177.684,counterclockwise,SA2,SA002002
-2032,178.357,178.357,counterclockwise,SA2,SA002002
-2034,178.357,178.357,counterclockwise,SA2,SA002002
-7132,178.484,178.357,counterclockwise,SA2,SA002002
-1104,178.602,178.631,clockwise,SA2,SA002002
-16512,178.631,178.829,clockwise,SA2,SA002002
-14090,178.798,179.024,downstream,S4,S0004001
-17066,178.829,184.409,clockwise,SA2,SA002002
-10398,179.024,179.286,downstream,S4,S0004001
-16852,179.200,163.893,counterclockwise,SA2,SA002002
-7008,179.200,176.805,counterclockwise,SA2,SA002002
-8492,179.200,179.200,counterclockwise,SA2,SA002002
-2344,180.568,181.042,clockwise,SA2,SA002002
-15374,181.042,181.143,clockwise,SA2,SA002002
-8576,181.143,182.177,clockwise,SA2,SA002002
-17272,182.177,182.196,clockwise,SA2,SA002002
-2062,182.196,182.596,clockwise,SA2,SA002002
-13116,182.596,182.687,clockwise,SA2,SA002002
-5766,182.687,183.250,clockwise,SA2,SA002002
-15208,183.250,183.309,clockwise,SA2,SA002002
-15978,183.309,183.504,clockwise,SA2,SA002002
-15930,183.504,183.579,clockwise,SA2,SA002002
-14418,183.579,183.967,clockwise,SA2,SA002002
-2134,183.967,184.266,clockwise,SA2,SA002002
-2136,184.021,184.021,counterclockwise,SA2,SA002002
-5002,184.266,184.609,clockwise,SA2,SA002002
-10280,184.409,190.313,counterclockwise,SA2,SA002002
-3638,184.409,184.409,counterclockwise,SA2,SA002002
-8504,184.609,185.060,clockwise,SA2,SA002002
-17218,185.060,185.787,clockwise,SA2,SA002002
-13362,185.787,185.846,clockwise,SA2,SA002002
-5372,185.846,186.464,clockwise,SA2,SA002002
-10698,186.464,186.752,clockwise,SA2,SA002002
-14266,186.752,186.997,clockwise,SA2,SA002002
-1512,186.997,187.198,clockwise,SA2,SA002002
-9622,187.198,187.519,clockwise,SA2,SA002002
-12042,187.502,187.036,upstream,S4,S0004001
-13552,187.502,186.218,upstream,S4,S0004001
-14652,187.502,187.446,upstream,S4,S0004001
-14680,187.502,187.241,upstream,S4,S0004001
-14788,187.502,186.818,upstream,S4,S0004001
-15292,187.502,186.973,upstream,S4,S0004001
-15556,187.502,187.463,upstream,S4,S0004001
-16162,187.502,185.973,upstream,S4,S0004001
-1672,187.502,187.316,upstream,S4,S0004001
-1928,187.502,187.369,upstream,S4,S0004001
-2462,187.502,187.359,upstream,S4,S0004001
-2590,187.502,186.007,upstream,S4,S0004001
-3010,187.502,187.335,upstream,S4,S0004001
-4690,187.502,187.318,upstream,S4,S0004001
-5368,187.502,187.018,upstream,S4,S0004001
-5744,187.502,187.277,upstream,S4,S0004001
-6374,187.502,187.789,downstream,S4,S0004001
-7102,187.502,187.236,upstream,S4,S0004001
-10740,187.519,187.592,clockwise,SA2,SA002002
-15962,187.592,188.039,clockwise,SA2,SA002002
-2128,187.645,187.645,counterclockwise,SA2,SA002002
-8422,187.645,192.184,counterclockwise,SA2,SA002002
-15330,187.789,188.128,downstream,S4,S0004001
-5472,188.039,188.099,clockwise,SA2,SA002002
-4104,188.099,188.457,clockwise,SA2,SA002002
-8498,188.128,188.322,downstream,S4,S0004001
-10386,188.322,188.430,downstream,S4,S0004001
-12926,188.430,188.627,downstream,S4,S0004001
-4620,188.457,188.515,clockwise,SA2,SA002002
-1552,188.515,188.661,clockwise,SA2,SA002002
-15410,188.627,188.732,downstream,S4,S0004001
-14778,188.661,188.859,clockwise,SA2,SA002002
-8614,188.732,189.093,downstream,S4,S0004001
-5050,188.859,189.717,clockwise,SA2,SA002002
-15206,188.991,192.382,counterclockwise,SA2,SA002002
-5296,188.991,188.991,clockwise,SA2,SA002002
-590,188.991,188.991,clockwise,SA2,SA002002
-11016,189.093,189.190,downstream,S4,S0004001
-12952,189.190,189.459,downstream,S4,S0004001
-16006,189.459,189.874,downstream,S4,S0004001
-17080,189.531,189.531,clockwise,SA2,SA002002
-7078,189.531,184.021,clockwise,SA2,SA002002
-9052,189.717,191.466,clockwise,SA2,SA002002
-9800,189.874,190.061,downstream,S4,S0004001
-2556,190.061,190.649,downstream,S4,S0004001
-9788,190.313,190.313,clockwise,SA2,SA002002
-11834,190.633,190.633,counterclockwise,SA2,SA002002
-11836,190.633,190.633,counterclockwise,SA2,SA002002
-12220,190.633,190.633,counterclockwise,SA2,SA002002
-15270,190.649,191.607,downstream,S4,S0004001
-12218,191.466,192.293,clockwise,SA2,SA002002
-8886,191.607,192.923,downstream,S4,S0004001
-3958,192.184,187.645,counterclockwise,SA2,SA002002
-5048,192.184,192.184,counterclockwise,SA2,SA002002
-3538,192.293,192.954,clockwise,SA2,SA002002
-10678,192.382,192.382,counterclockwise,SA2,SA002002
-15204,192.382,188.991,clockwise,SA2,SA002002
-3132,192.382,192.382,counterclockwise,SA2,SA002002
-12032,192.810,192.810,counterclockwise,SA2,SA002002
-2256,192.810,192.810,counterclockwise,SA2,SA002002
-16256,192.923,193.144,downstream,S4,S0004001
-6820,192.954,193.008,clockwise,SA2,SA002002
-9592,193.008,194.111,clockwise,SA2,SA002002
-10054,193.144,196.519,clockwise,SA2,SA002002
-14694,193.144,193.144,counterclockwise,SA2,SA002002
-14696,193.144,193.144,counterclockwise,SA2,SA002002
-15726,193.144,193.173,downstream,S4,S0004001
-13328,193.173,193.622,downstream,S4,S0004001
-12570,193.622,193.890,downstream,S4,S0004001
-7106,193.776,175.387,clockwise,SA2,SA002002
-7704,193.890,193.948,downstream,S4,S0004001
-13734,193.948,194.265,downstream,S4,S0004001
-7244,194.111,195.714,clockwise,SA2,SA002002
-17312,194.265,194.495,downstream,S4,S0004001
-14766,194.270,194.270,clockwise,SA2,SA002002
-16932,194.270,194.270,clockwise,SA2,SA002002
-5814,194.495,194.653,downstream,S4,S0004001
-1692,195.714,196.327,clockwise,SA2,SA002002
-1080,195.999,192.810,clockwise,SA2,SA002002
-7514,195.999,195.999,clockwise,SA2,SA002002
-14302,196.327,196.400,clockwise,SA2,SA002002
-8718,196.400,196.625,clockwise,SA2,SA002002
-2298,196.519,196.519,clockwise,SA2,SA002002
-7516,196.625,197.145,clockwise,SA2,SA002002
-16890,197.145,197.897,clockwise,SA2,SA002002
-6678,197.897,197.928,clockwise,SA2,SA002002
-4776,197.928,198.875,clockwise,SA2,SA002002
-16940,198.875,198.901,clockwise,SA2,SA002002
-10918,198.901,199.485,clockwise,SA2,SA002002
-618,199.485,199.509,clockwise,SA2,SA002002
-11292,199.509,200.061,clockwise,SA2,SA002002
-5190,199.858,199.858,counterclockwise,SA2,SA002002
-4982,200.061,200.150,clockwise,SA2,SA002002
-15350,200.150,200.370,clockwise,SA2,SA002002
-15162,200.370,200.546,clockwise,SA2,SA002002
-1402,200.546,202.493,clockwise,SA2,SA002002
-8854,202.493,202.592,clockwise,SA2,SA002002
-13104,202.592,202.898,clockwise,SA2,SA002002
-14506,202.596,202.596,counterclockwise,SA2,SA002002
-2476,202.596,202.596,counterclockwise,SA2,SA002002
-2478,202.898,203.596,clockwise,SA2,SA002002
-14580,203.596,203.694,clockwise,SA2,SA002002
-3206,203.601,203.601,clockwise,SA2,SA002002
-3208,203.601,203.601,clockwise,SA2,SA002002
-4512,203.601,199.858,counterclockwise,SA2,SA002002
-13848,203.694,203.789,clockwise,SA2,SA002002
-11616,203.789,203.890,clockwise,SA2,SA002002
-12184,203.890,203.951,clockwise,SA2,SA002002
-11894,203.951,207.038,clockwise,SA2,SA002002
-8286,207.038,207.098,clockwise,SA2,SA002002
-17246,207.098,207.794,clockwise,SA2,SA002002
-16544,207.794,208.515,clockwise,SA2,SA002002
-13190,208.403,208.403,clockwise,SA2,SA002002
-13192,208.403,208.403,clockwise,SA2,SA002002
-13550,208.403,212.254,clockwise,SA2,SA002002
-6874,208.403,208.403,clockwise,SA2,SA002002
-6876,208.515,209.926,clockwise,SA2,SA002002
-14392,209.926,210.460,clockwise,SA2,SA002002
-10872,210.036,225.261,counterclockwise,SA2,SA002002
-12896,210.036,210.036,counterclockwise,SA2,SA002002
-14212,210.036,210.036,counterclockwise,SA2,SA002002
-10168,210.123,202.596,clockwise,SA2,SA002002
-14116,210.123,210.123,clockwise,SA2,SA002002
-15966,210.123,210.123,clockwise,SA2,SA002002
-5890,210.460,210.952,clockwise,SA2,SA002002
-12000,210.952,211.011,clockwise,SA2,SA002002
-16016,211.011,212.500,clockwise,SA2,SA002002
-5764,211.015,211.015,counterclockwise,SA2,SA002002
-13366,212.254,212.254,clockwise,SA2,SA002002
-13368,212.254,212.254,clockwise,SA2,SA002002
-1558,212.254,214.105,clockwise,SA2,SA002002
-5280,212.254,208.403,clockwise,SA2,SA002002
-8088,212.254,212.254,clockwise,SA2,SA002002
-8596,212.500,212.598,clockwise,SA2,SA002002
-6420,212.598,213.348,clockwise,SA2,SA002002
-6310,212.739,212.739,counterclockwise,SA2,SA002002
-7248,212.739,212.739,counterclockwise,SA2,SA002002
-10210,213.180,229.994,clockwise,SA2,SA002002
-4580,213.180,212.802,counterclockwise,SA2,SA002002
-8602,213.180,213.180,counterclockwise,SA2,SA002002
-928,213.180,213.180,counterclockwise,SA2,SA002002
-930,213.180,213.180,counterclockwise,SA2,SA002002
-9618,213.348,213.369,clockwise,SA2,SA002002
-5562,213.369,213.996,clockwise,SA2,SA002002
-6100,213.452,213.180,counterclockwise,SA2,SA002002
-1726,213.474,213.452,counterclockwise,SA2,SA002002
-9960,213.694,213.474,counterclockwise,SA2,SA002002
-11058,213.996,214.434,clockwise,SA2,SA002002
-16736,214.105,214.105,clockwise,SA2,SA002002
-17328,214.301,212.802,counterclockwise,SA2,SA002002
-12522,214.434,214.530,clockwise,SA2,SA002002
-918,214.530,214.872,clockwise,SA2,SA002002
-9824,214.872,216.019,clockwise,SA2,SA002002
-12524,215.581,215.581,counterclockwise,SA2,SA002002
-15078,215.581,216.956,counterclockwise,SA2,SA002002
-3486,215.581,215.581,counterclockwise,SA2,SA002002
-13306,215.690,214.301,counterclockwise,SA2,SA002002
-16926,215.743,215.690,counterclockwise,SA2,SA002002
-5274,216.019,216.039,clockwise,SA2,SA002002
-5528,216.019,216.019,counterclockwise,SA2,SA002002
-8054,216.039,219.068,clockwise,SA2,SA002002
-12376,216.956,216.956,clockwise,SA2,SA002002
-13456,216.956,216.956,clockwise,SA2,SA002002
-2122,217.510,215.743,counterclockwise,SA2,SA002002
-7880,217.543,217.510,counterclockwise,SA2,SA002002
-11778,217.768,216.019,counterclockwise,SA2,SA002002
-5706,217.768,217.768,clockwise,SA2,SA002002
-5708,217.768,217.768,clockwise,SA2,SA002002
-10674,217.984,217.543,counterclockwise,SA2,SA002002
-6312,218.454,217.984,counterclockwise,SA2,SA002002
-15092,218.964,218.454,counterclockwise,SA2,SA002002
-11430,219.068,219.107,clockwise,SA2,SA002002
-16568,219.107,220.422,clockwise,SA2,SA002002
-3640,220.422,220.442,clockwise,SA2,SA002002
-2218,220.442,221.448,clockwise,SA2,SA002002
-5654,221.448,221.508,clockwise,SA2,SA002002
-8806,221.508,223.227,clockwise,SA2,SA002002
-13598,222.108,218.964,counterclockwise,SA2,SA002002
-14210,222.387,222.108,counterclockwise,SA2,SA002002
-8122,222.440,222.387,counterclockwise,SA2,SA002002
-17354,222.903,222.440,counterclockwise,SA2,SA002002
-2340,223.227,224.553,clockwise,SA2,SA002002
-1794,223.301,222.903,counterclockwise,SA2,SA002002
-6620,223.477,223.301,counterclockwise,SA2,SA002002
-676,223.909,223.477,counterclockwise,SA2,SA002002
-7182,224.553,225.161,clockwise,SA2,SA002002
-5524,225.161,225.281,clockwise,SA2,SA002002
-9370,225.231,223.909,counterclockwise,SA2,SA002002
-10888,225.261,225.261,clockwise,SA2,SA002002
-8200,225.261,225.261,clockwise,SA2,SA002002
-10886,225.281,225.547,clockwise,SA2,SA002002
-710,225.547,226.002,clockwise,SA2,SA002002
-6422,226.002,226.071,clockwise,SA2,SA002002
-5920,226.071,226.305,clockwise,SA2,SA002002
-10224,226.285,226.285,clockwise,SA2,SA002002
-10226,226.285,226.285,clockwise,SA2,SA002002
-8416,226.305,229.381,clockwise,SA2,SA002002
-2552,226.949,225.231,counterclockwise,SA2,SA002002
-8720,227.009,226.949,counterclockwise,SA2,SA002002
-580,228.017,227.009,counterclockwise,SA2,SA002002
-15382,228.036,228.017,counterclockwise,SA2,SA002002
-7074,229.340,228.036,counterclockwise,SA2,SA002002
-1966,229.361,229.361,clockwise,SA2,SA002002
-5316,229.361,212.739,clockwise,SA2,SA002002
-15690,229.381,229.340,counterclockwise,SA2,SA002002
-1968,229.381,229.930,clockwise,SA2,SA002002
-14676,229.930,230.014,clockwise,SA2,SA002002
-9946,229.994,229.994,clockwise,SA2,SA002002
-14658,230.014,230.857,clockwise,SA2,SA002002
-8194,230.857,230.893,clockwise,SA2,SA002002
-11658,230.893,232.633,clockwise,SA2,SA002002
-12826,232.422,229.381,counterclockwise,SA2,SA002002
-11760,232.443,232.422,counterclockwise,SA2,SA002002
-16826,232.633,232.687,clockwise,SA2,SA002002
-1162,232.687,234.078,clockwise,SA2,SA002002
-12578,233.156,232.443,counterclockwise,SA2,SA002002
-13454,233.968,233.156,counterclockwise,SA2,SA002002
-800,234.078,235.564,clockwise,SA2,SA002002
-3088,234.548,233.968,counterclockwise,SA2,SA002002
-7614,235.186,234.548,counterclockwise,SA2,SA002002
-13494,235.206,235.186,counterclockwise,SA2,SA002002
-11738,235.564,235.814,clockwise,SA2,SA002002
-7898,235.814,236.124,clockwise,SA2,SA002002
-582,235.930,235.206,counterclockwise,SA2,SA002002
-4660,236.030,235.930,counterclockwise,SA2,SA002002
-3096,236.124,236.224,clockwise,SA2,SA002002
-5136,236.224,236.248,clockwise,SA2,SA002002
-8192,236.248,236.409,clockwise,SA2,
-9218,236.409,236.483,clockwise,SA2,
-9196,236.483,236.671,clockwise,SA2,
-14666,236.671,236.713,clockwise,SA2,
-8234,236.713,237.138,clockwise,SA2,
-4794,237.138,237.174,clockwise,SA2,
-7560,237.174,237.883,clockwise,SA2,G0005005
-16084,237.529,236.030,counterclockwise,SA2,SA002002
-15346,237.588,237.529,counterclockwise,SA2,SA002002
-5700,237.883,238.058,clockwise,SA2,G0005005
-5502,238.058,238.098,clockwise,SA2,
-15806,238.078,237.588,counterclockwise,SA2,SA002002
-9168,238.098,238.741,clockwise,SA2,
-958,238.407,238.078,counterclockwise,SA2,SA002002
-5948,238.741,238.963,clockwise,SA2,G0005005
-14096,238.963,240.354,clockwise,SA2,G0005005
-8086,240.258,238.407,counterclockwise,SA2,SA002002
-13600,240.354,240.387,clockwise,SA2,
-1792,240.387,240.514,clockwise,SA2,
-12592,240.776,240.258,counterclockwise,SA2,SA002002
-9992,241.458,240.776,counterclockwise,SA2,SA002002
-11348,241.518,241.458,counterclockwise,SA2,SA002002
-13304,244.618,241.518,counterclockwise,SA2,SA002002
-1122,244.677,244.618,counterclockwise,SA2,SA002002
-3024,244.763,244.677,counterclockwise,SA2,SA002002
-7940,244.811,244.763,counterclockwise,SA2,SA002002
-15964,244.814,244.811,counterclockwise,SA2,SA002002
-9696,245.331,244.814,counterclockwise,SA2,SA002002
-10024,245.967,245.331,counterclockwise,SA2,SA002002
-9146,246.065,245.967,counterclockwise,SA2,SA002002
-7736,247.869,250.811,downstream,G5013,G5013001
-7270,248.033,246.065,counterclockwise,SA2,SA002002
-5984,248.208,248.033,counterclockwise,SA2,SA002002
-12916,248.424,248.208,counterclockwise,SA2,SA002002
-10396,248.513,248.424,counterclockwise,SA2,SA002002
-5512,249.064,248.513,counterclockwise,SA2,SA002002
-13852,249.090,249.064,counterclockwise,SA2,SA002002
-7320,249.670,249.090,counterclockwise,SA2,SA002002
-13388,249.699,249.670,counterclockwise,SA2,SA002002
-2378,250.649,249.699,counterclockwise,SA2,SA002002
-6474,250.678,250.649,counterclockwise,SA2,SA002002
-6132,250.811,251.063,downstream,G5013,G5013001
-11624,251.012,250.678,counterclockwise,SA2,SA002002
-12892,251.056,250.775,upstream,G5013,G5013001
-13460,251.056,250.796,upstream,G5013,G5013001
-13460.260,251.056,251.215,downstream,G5013,G5013001
-3052,251.056,250.872,upstream,G5013,G5013001
-4082,251.056,248.741,upstream,G5013,G5013001
-6164,251.056,250.229,upstream,G5013,G5013001
-9392,251.056,250.779,upstream,G5013,G5013001
-6132.252,251.063,251.229,downstream,G5013,G5013001
-2466,251.215,254.144,downstream,G5013,G5013001
-12232,251.229,253.531,downstream,G5013,G5013001
-12030,251.612,251.012,counterclockwise,SA2,SA002002
-9604,252.144,251.612,counterclockwise,SA2,SA002002
-14800,252.218,252.144,counterclockwise,SA2,SA002002
-9762,252.832,252.218,counterclockwise,SA2,SA002002
-17292,253.531,253.819,downstream,G5013,G5013001
-14928,253.819,253.874,downstream,G5013,G5013001
-13324,253.874,254.661,downstream,G5013,G5013001
-9374,254.452,252.832,counterclockwise,SA2,SA002002
-3632,254.661,254.913,downstream,G5013,G5013001
-11240,254.913,255.117,downstream,G5013,G5013001
-14298,255.578,254.452,counterclockwise,SA2,SA002002
-16934,255.642,255.578,counterclockwise,SA2,SA002002
-14898,256.301,255.642,counterclockwise,SA2,SA002002
-3028,257.306,256.301,counterclockwise,SA2,SA002002
-9020,258.652,257.306,counterclockwise,SA2,SA002002
-2130,259.220,258.652,counterclockwise,SA2,SA002002
-15656,259.925,259.220,counterclockwise,SA2,SA002002
-1908,260.069,259.925,counterclockwise,SA2,SA002002
-15036,260.129,260.069,counterclockwise,SA2,SA002002
-16748,260.492,260.129,counterclockwise,SA2,SA002002
-13960,260.553,260.492,counterclockwise,SA2,SA002002
-14294,260.997,260.553,counterclockwise,SA2,SA002002
-1532,261.053,260.997,counterclockwise,SA2,SA002002
-2126,261.391,261.053,counterclockwise,SA2,SA002002
-4078,261.591,261.391,counterclockwise,SA2,SA002002
-10404,261.836,261.591,counterclockwise,SA2,SA002002
-17152,262.125,261.836,counterclockwise,SA2,SA002002
-17202,262.742,262.125,counterclockwise,SA2,SA002002
-6410,262.801,262.742,counterclockwise,SA2,SA002002
-10680,263.528,262.801,counterclockwise,SA2,SA002002
-9378,263.704,263.528,counterclockwise,SA2,SA002002
-17082,264.306,263.704,counterclockwise,SA2,SA002002
-9492,264.486,264.306,counterclockwise,SA2,SA002002
-13748,265.021,264.486,counterclockwise,SA2,SA002002
-11516,265.094,265.021,counterclockwise,SA2,SA002002
-15814,265.273,265.094,counterclockwise,SA2,SA002002
-10688,265.331,265.273,counterclockwise,SA2,SA002002
-5256,265.897,265.331,counterclockwise,SA2,SA002002
-916,265.990,265.897,counterclockwise,SA2,SA002002
-13364,266.389,265.990,counterclockwise,SA2,SA002002
-6544,266.409,266.389,counterclockwise,SA2,SA002002
-11684,267.439,266.409,counterclockwise,SA2,SA002002
-6098,267.540,267.439,counterclockwise,SA2,SA002002
-9438,267.949,267.540,counterclockwise,SA2,SA002002
-12544,1528.420,1528.370,upstream,G5,G0005002
-12872,1528.420,1528.213,upstream,G5,G0005002
-1314,1528.420,1528.321,upstream,G5,G0005002
-14042,1528.420,1528.367,upstream,G5,G0005002
-15550,1528.420,1527.848,upstream,G5,G0005002
-16098,1528.420,1526.662,upstream,G5,G0005002
-16372#0,1528.420,1528.173,upstream,G5,G0005002
-16372#1,1528.420,1528.149,upstream,G5,G0005002
-16372#2,1528.420,1528.185,upstream,G5,G0005002
-16964,1528.420,1526.442,upstream,G5,G0005002
-2582,1528.420,1528.390,upstream,G5,G0005002
-2958,1528.420,1527.348,upstream,G5,G0005002
-3868,1528.420,1527.808,upstream,G5,G0005002
-4718,1528.420,1527.522,upstream,G5,G0005002
-4980,1528.420,1528.250,upstream,G5,G0005002
-8008,1528.420,1528.413,upstream,G5,G0005002
-8892,1528.420,1528.365,upstream,G5,G0005002
-9144,1528.420,1526.149,upstream,G5,G0005002
-9346,1528.420,1528.094,upstream,G5,G0005002
-9354,1528.420,1528.255,upstream,G5,G0005002
-950,1528.420,1528.385,upstream,G5,G0005002
-9886,1528.420,1528.224,upstream,G5,G0005002
-17234#0,1528.591,1528.968,downstream,G5,G0005002
-2738#1.834,1528.591,1527.812,upstream,G5,G0005002
-6102,1528.591,1527.286,upstream,G5,G0005002
-7636,1528.591,1528.496,upstream,G5,G0005002
-12380,1528.797,1528.636,upstream,G5,G0005002
-1312#3,1528.797,1528.420,upstream,G5,G0005002
-15188,1528.797,1528.893,downstream,G5,G0005002
-16372#3,1528.797,1528.420,upstream,G5,G0005002
-4866,1528.893,1530.195,downstream,G5,G0005002
-17236#0,1528.968,1528.590,upstream,G5,G0005002
-17236#1,1528.968,1529.201,downstream,G5,G0005002
-17236#2,1529.201,1529.478,downstream,G5,G0005002
-17236#3,1529.478,1529.726,downstream,G5,G0005002
-17098,1529.726,1529.825,downstream,G5,G0005002
-4886,1529.825,1530.720,downstream,G5,G0005002
-16662,1530.195,1530.978,downstream,G5,G0005002
-14088,1530.720,1530.770,downstream,G5,G0005002
-14410,1530.770,1533.005,downstream,G5,G0005002
-15210,1530.978,1531.119,downstream,G5,G0005002
-17262,1531.545,1532.160,downstream,G5,G0005002
E35,1531.545,1531.194,upstream,G5,G0005002
-3092,1532.031,1533.092,downstream,G5,G0005002
-3912,1532.031,1531.539,upstream,G5,G0005002
-5520,1532.031,1531.760,upstream,G5,G0005002
-846,1532.031,1532.013,upstream,G5,G0005002
-11442,1532.160,1532.180,downstream,G5,G0005002
E34,1532.180,1532.318,downstream,G5,G0005002
-14182,1532.971,1532.444,upstream,G5,G0005002
-16838,1532.971,1532.925,upstream,G5,G0005002
-16974,1532.971,1532.056,upstream,G5,G0005002
-2036,1532.971,1532.651,upstream,G5,G0005002
-5518,1532.971,1531.997,upstream,G5,G0005002
E28,1532.971,1533.824,downstream,G5,G0005002
-12212,1533.005,1533.173,downstream,G5,G0005002
-16956,1533.092,1533.137,downstream,G5,G0005002
-12460,1533.137,1534.114,downstream,G5,G0005002
-9732,1533.173,1534.891,downstream,G5,G0005002
-16426,1534.114,1534.430,downstream,G5,G0005002
-9040,1534.430,1535.189,downstream,G5,G0005002
-17382,1534.891,1535.500,downstream,G5,G0005002
-9540,1535.189,1535.832,downstream,G5,G0005002
-4040,1535.500,1535.661,downstream,G5,G0005002
-1190,1535.661,1535.701,downstream,G5,G0005002
-11706,1535.701,1536.024,downstream,G5,G0005002
-4762,1536.024,1536.207,downstream,G5,G0005002
-12840,1536.207,1536.262,downstream,G5,G0005002
-16200,1536.262,1536.455,downstream,G5,G0005002
-11032,1536.455,1536.512,downstream,G5,G0005002
-8784,1536.512,1536.892,downstream,G5,G0005002
-14588,1536.892,1538.330,downstream,G5,G0005002
-3688,1538.330,1538.634,downstream,G5,G0005002
-8252,1538.634,1539.662,downstream,G5,G0005002
-15678,1541.147,1541.124,upstream,G5,G0005002
-16756,1541.147,1549.489,downstream,G5,G0005002
-2322,1541.147,1537.297,upstream,G5,G0005002
-2934,1541.147,1541.115,upstream,G5,G0005002
-844,1541.147,1540.449,upstream,G5,G0005002
-9406,1541.147,1540.479,upstream,G5,G0005002
-11078,1546.525,1554.868,downstream,G5,G0005002
-11856,1546.525,1546.513,upstream,G5,G0005002
-4684,1546.525,1545.600,upstream,G5,G0005002
-6366,1549.489,1550.399,downstream,G5,G0005002
-14616,1550.399,1550.586,downstream,G5,G0005002
-1078,1550.424,1549.941,upstream,G5,G0005002
-11504,1550.424,1550.285,upstream,G5,G0005002
-11806,1550.424,1550.305,upstream,G5,G0005002
-13614,1550.424,1549.723,upstream,G5,G0005002
-14192,1550.424,1550.191,upstream,G5,G0005002
-1440,1550.424,1550.325,upstream,G5,G0005002
-15308,1550.424,1548.430,upstream,G5,G0005002
-4298,1550.424,1549.194,upstream,G5,G0005002
-6096,1550.424,1550.331,upstream,G5,G0005002
-638,1550.424,1550.157,upstream,G5,G0005002
-6520,1550.424,1550.609,downstream,G5,G0005002
-6718,1550.424,1550.231,upstream,G5,G0005002
-7028,1550.424,1550.320,upstream,G5,G0005002
-7058,1550.424,1550.271,upstream,G5,G0005002
-7566,1550.424,1549.117,upstream,G5,G0005002
-7612,1550.424,1549.460,upstream,G5,G0005002
-7872,1550.424,1550.169,upstream,G5,G0005002
-9930,1550.424,1550.414,upstream,G5,G0005002
-996,1550.424,1550.031,upstream,G5,G0005002
-7570,1550.586,1550.648,downstream,G5,G0005002
-2874,1550.609,1550.662,downstream,G5,G0005002
-11424,1550.648,1550.842,downstream,G5,G0005002
-1944,1550.662,1550.808,downstream,G5,G0005003
-3986,1550.842,1551.280,downstream,G5,G0005002
-2400,1551.280,1551.422,downstream,G5,G0005002
-10778,1551.422,1553.413,downstream,G5,G0005002
-10118,1553.413,1553.516,downstream,G5,G0005002
-4626,1553.516,1554.831,downstream,G5,G0005002
-5576,1554.831,1555.021,downstream,G5,G0005002
-12558,1554.868,1554.896,downstream,G5,G0005002
-2046,1554.896,1558.748,downstream,G5,G0005002
-11534,1555.021,1555.992,downstream,G5,G0005002
-5348,1555.992,1556.381,downstream,G5,G0005002
-12110,1556.381,1556.648,downstream,G5,G0005002
-10622,1556.648,1556.739,downstream,G5,G0005002
-9746,1556.739,1556.892,downstream,G5,G0005002
-16396,1556.892,1557.013,downstream,G5,G0005002
-6136,1557.013,1557.249,downstream,G5,G0005002
-15324,1557.249,1557.506,downstream,G5,G0005002
-1868,1557.506,1558.047,downstream,G5,G0005002
-17162,1558.047,1558.256,downstream,G5,G0005002
-9864,1558.256,1558.291,downstream,G5,G0005002
-1016,1558.748,1558.771,downstream,G5,G0005002
-1498,1558.771,1559.696,downstream,G5,G0005002
-16412,1559.696,1560.120,downstream,G5,G0005002
-11342,1570.173,1570.037,upstream,G5,G0005003
-11528,1570.173,1569.638,upstream,G5,G0005003
-11898,1570.173,1570.093,upstream,G5,G0005003
-12628,1570.173,1569.161,upstream,G5,G0005003
