toll_station_id,station_name,square_code,route_code,section_code,longitude,latitude,taz_id,entrance_exit,edge_id,junction_id
804,崇州三江收费站,S42025100200702010,SA2,SA002002,103.785858,30.545811,S42025100200702010,entrance,-10958,-54771
805,崇州大划收费站,S42025100201501010,SA2,SA002002,103.737806,30.597693,S42025100201501010,entrance,-8272,-47578
805,崇州大划收费站,S42025100201502010,SA2,SA002002,103.737655,30.597875,S42025100201502010,entrance,-8272,-47578
806,崇州收费站,S42025100200801010,SA2,SA002002,103.730588,30.632006,S42025100200801010,entrance,-15888,-66304
806,崇州收费站,S42025100200802010,SA2,SA002002,103.729665,30.630699,S42025100200802010,entrance,-15888,-66304
808,崇州廖家收费站,S42025100200901010,SA2,SA002002,103.702791,30.708824,S42025100200901010,entrance,-16938,-68560
808,崇州廖家收费站,S42025100200902010,SA2,SA002002,103.703184,30.708627,S42025100200902010,entrance,-16938,-68560
809,温江万春收费站,S42025100201001010,SA2,SA002002,103.765608,30.787964,S42025100201001010,entrance,-5756,-40979
809,温江万春收费站,S42025100201002020,SA2,SA002002,103.765903,30.787298,S42025100201002020,entrance,-5756,-40979
810,郫都友爱收费站,S42025100201101010,SA2,SA002002,103.806043,30.809931,S42025100201101010,entrance,-7960,-46750
810,郫都友爱收费站,S42025100201102010,SA2,SA002002,103.806545,30.811039,S42025100201102010,entrance,-13578,-36047
812,郫都收费站,S42025100201201010,SA2,SA002002,103.866221,30.857452,S42025100201201010,entrance,-12814,-58827
812,郫都收费站,S42025100201202010,SA2,SA002002,103.867917,30.856042,S42025100201202010,entrance,-12814,-58827
813,郫都古城收费站,S42025100201301010,SA2,SA002002,103.927905,30.877743,S42025100201301010,entrance,-2076,-30468
813,郫都古城收费站,S42025100201302010,SA2,SA002002,103.927351,30.877681,S42025100201302010,entrance,-2076,-30468
815,新都清流收费站,S42025100201401010,SA2,SA002002,104.031668,30.925037,S42025100201401010,entrance,-8290,-47600
815,新都清流收费站,S42025100201402010,SA2,SA002002,104.032589,30.924748,S42025100201402010,entrance,-11932,-56878
