gantry_id,interval_start,total_flow,k1,k2,k3,k4,h1,h2,h3,h4,h5,h6
G000551006000520010,515,19,13,0,0,0,3,2,1,0,0,0
G000551006000520010,520,26,18,0,0,0,2,1,4,0,0,1
G000551006000520010,525,34,24,0,0,0,1,3,4,2,0,0
G000551006000520010,530,34,26,0,0,0,3,3,2,0,0,0
G000551006000520010,535,24,19,0,0,0,2,3,0,0,0,0
G000551006000610010,480,17,5,0,0,0,1,2,6,1,1,1
G000551006000610010,485,10,6,0,0,0,0,2,0,2,0,0
G000551006000610010,490,8,3,0,0,0,3,2,0,0,0,0
G000551006000610010,495,13,6,0,0,0,1,3,3,0,0,0
G000551006000610010,500,6,1,0,0,0,1,2,2,0,0,0
G000551006000610010,505,18,12,0,0,0,0,4,2,0,0,0
G000551006000610010,510,16,10,0,0,0,0,2,4,0,0,0
G000551006000610010,515,7,5,0,0,0,2,0,0,0,0,0
G000551006000610010,520,15,7,0,0,0,5,1,2,0,0,0
G000551006000610010,525,11,7,0,0,0,1,1,1,1,0,0
G000551006000610010,530,15,8,0,0,0,3,0,4,0,0,0
G000551006000610010,535,13,8,0,0,0,1,2,2,0,0,0
G000551006000620010,480,12,6,0,0,0,3,2,1,0,0,0
G000551006000620010,485,12,7,0,0,0,2,3,0,0,0,0
G000551006000620010,490,13,8,0,0,0,2,2,0,1,0,0
G000551006000620010,495,9,7,0,0,0,0,0,2,0,0,0
G000551006000620010,500,11,5,0,1,0,2,2,1,0,0,0
G000551006000620010,505,16,11,0,0,0,1,1,0,2,0,1
G000551006000620010,510,16,13,0,0,0,0,0,2,1,0,0
G000551006000620010,515,21,14,0,0,0,2,4,1,0,0,0
G000551006000620010,520,20,16,0,0,0,0,4,0,0,0,0
G000551006000620010,525,22,13,0,0,0,2,7,0,0,0,0
G000551006000620010,530,24,14,0,1,0,4,2,1,0,0,2
G000551006000620010,535,13,8,0,0,0,1,1,3,0,0,0
G000551006000710010,480,37,15,0,0,0,2,7,11,0,0,2
G000551006000710010,485,29,15,0,0,0,2,2,7,3,0,0
G000551006000710010,490,17,6,0,0,1,4,2,4,0,0,0
G000551006000710010,495,24,14,0,1,0,1,2,5,1,0,0
G000551006000710010,500,20,5,0,0,0,2,5,5,0,1,2
G000551006000710010,505,26,16,0,0,0,1,5,3,0,0,1
G000551006000710010,510,29,21,0,0,0,0,1,7,0,0,0
G000551006000710010,515,13,10,0,0,0,0,2,1,0,0,0
G000551006000710010,520,12,8,0,0,0,2,2,0,0,0,0
G000551006000710010,525,17,7,0,0,0,4,0,4,2,0,0
G000551006000710010,530,19,14,0,0,0,1,2,2,0,0,0
G000551006000710010,535,28,19,0,0,0,2,0,7,0,0,0
G000551006000720010,480,13,10,0,0,0,2,1,0,0,0,0
G000551006000720010,485,16,7,0,0,0,5,3,1,0,0,0
G000551006000720010,490,15,7,0,0,0,1,1,5,1,0,0
G000551006000720010,495,18,9,0,1,0,1,1,6,0,0,0
G000551006000720010,500,13,6,0,0,0,1,3,2,0,0,1
G000551006000720010,505,39,21,0,1,0,3,2,7,2,0,3
G000551006000720010,510,21,15,0,0,0,1,0,4,1,0,0
G000551006000720010,515,28,18,0,0,0,0,6,4,0,0,0
G000551006000720010,520,24,18,0,0,0,0,4,2,0,0,0
G000551006000720010,525,30,12,0,1,0,8,3,5,0,0,1
G000551006000720010,530,27,22,0,0,0,0,3,2,0,0,0
G000551006000720010,535,19,8,0,0,0,1,3,7,0,0,0
G000551006000820010,480,5,3,0,0,0,0,2,0,0,0,0
G000551006000820010,485,6,3,0,0,0,1,0,0,2,0,0
G000551006000820010,490,6,4,0,0,0,1,0,1,0,0,0
G000551006000820010,495,7,3,0,0,0,0,3,1,0,0,0
G000551006000820010,500,9,5,0,0,0,1,1,2,0,0,0
G000551006000820010,505,6,2,0,0,0,2,2,0,0,0,0
G000551006000820010,510,10,3,0,0,0,1,4,1,0,0,1
G000551006000820010,515,6,4,0,0,0,1,0,0,0,0,1
G000551006000820010,520,4,4,0,0,0,0,0,0,0,0,0
G000551006000820010,525,6,3,0,0,0,1,1,0,1,0,0
G000551006000820010,530,8,8,0,0,0,0,0,0,0,0,0
G000551006000820010,535,10,3,0,0,0,1,1,3,1,0,1
G000551006000910010,480,10,2,0,0,0,0,5,1,2,0,0
G000551006000910010,485,8,4,0,0,0,1,0,2,1,0,0
G000551006000910010,490,15,10,0,0,0,2,2,1,0,0,0
G000551006000910010,495,16,14,0,0,0,0,2,0,0,0,0
G000551006000910010,500,11,5,0,0,1,1,3,1,0,0,0
G000551006000910010,505,13,9,0,0,0,0,3,1,0,0,0
G000551006000910010,510,22,13,0,0,0,4,3,1,1,0,0
G000551006000910010,515,11,4,0,0,0,2,3,2,0,0,0
G000551006000910010,520,14,9,0,0,0,1,2,2,0,0,0
G000551006000910010,525,15,3,0,0,0,1,6,3,0,0,2
G000551006000910010,530,15,6,0,0,0,2,3,2,2,0,0
G000551006000910010,535,18,12,0,0,1,0,2,2,1,0,0
G000551006001010010,480,12,4,0,0,0,1,6,1,0,0,0
G000551006001010010,485,9,3,0,0,0,1,3,2,0,0,0
G000551006001010010,490,10,1,0,0,0,3,1,5,0,0,0
G000551006001010010,495,17,8,0,0,0,3,6,0,0,0,0
G000551006001010010,500,7,3,0,0,0,0,1,2,0,0,1
G000551006001010010,505,12,4,0,0,0,1,5,1,1,0,0
G000551006001010010,510,14,6,0,0,0,2,4,2,0,0,0
G000551006001010010,515,14,9,0,0,0,2,2,1,0,0,0
G000551006001010010,520,18,9,0,0,0,0,5,3,1,0,0
G000551006001010010,525,14,7,0,0,0,2,2,1,1,0,1
G000551006001010010,530,12,8,0,0,1,0,3,0,0,0,0
G000551006001010010,535,7,4,0,0,0,3,0,0,0,0,0
G000551006001020010,480,14,7,0,0,0,0,3,0,0,0,4
G000551006001020010,485,9,5,0,0,0,3,1,0,0,0,0
G000551006001020010,490,13,8,0,0,0,0,3,0,0,0,2
G000551006001020010,495,23,19,0,0,0,2,1,0,0,0,1
G000551006001020010,500,20,16,0,0,0,0,2,1,1,0,0
G000551006001020010,505,13,12,0,0,0,0,1,0,0,0,0
G000551006001020010,510,12,11,0,0,0,0,1,0,0,0,0
G000551006001020010,515,26,21,0,0,0,0,5,0,0,0,0
G000551006001020010,520,10,5,0,0,0,1,4,0,0,0,0
G000551006001020010,525,30,22,0,0,0,5,1,1,0,0,1
G000551006001020010,530,20,16,1,0,0,2,0,0,1,0,0
G000551006001020010,535,21,14,0,0,0,3,4,0,0,0,0
G000551006001110010,480,12,3,0,0,0,2,4,1,1,0,1
G000551006001110010,485,8,2,0,0,0,2,1,3,0,0,0
G000551006001110010,490,8,4,0,0,0,1,1,1,0,0,1
G000551006001110010,495,14,5,0,0,0,0,6,3,0,0,0
G000551006001110010,500,11,1,0,0,0,2,3,5,0,0,0
G000551006001110010,505,16,9,0,0,0,2,0,5,0,0,0
G000551006001110010,510,10,1,0,0,0,3,5,1,0,0,0
G000551006001110010,515,15,5,0,0,0,0,5,4,0,0,1
G000551006001110010,520,18,8,0,0,0,3,5,1,1,0,0
G000551006001110010,525,12,7,0,0,0,2,3,0,0,0,0
G000551006001110010,530,19,11,0,0,0,1,3,2,2,0,0
G000551006001110010,535,14,8,0,0,0,1,1,3,1,0,0
G000551006001120010,480,19,14,0,0,0,3,1,1,0,0,0
G000551006001120010,485,23,19,0,0,0,0,2,1,1,0,0
G000551006001120010,490,18,14,0,0,0,1,2,0,1,0,0
G000551006001120010,495,9,8,0,0,0,0,1,0,0,0,0
G000551006001120010,500,18,14,0,0,0,0,3,0,0,0,1
G000551006001120010,505,23,15,0,0,0,3,3,2,0,0,0
G000551006001120010,510,20,17,0,0,0,2,1,0,0,0,0
G000551006001120010,515,23,20,1,0,0,1,0,1,0,0,0
G000551006001120010,520,24,15,0,0,0,3,5,1,0,0,0
G000551006001120010,525,13,9,0,0,0,2,1,1,0,0,0
G000551006001120010,530,36,28,0,0,1,3,4,0,0,0,0
G000551006001120010,535,33,25,0,0,0,4,1,0,2,0,1
G000551006001210010,480,5,5,0,0,0,0,0,0,0,0,0
G000551006001210010,485,9,3,0,0,0,2,2,1,1,0,0
G000551006001210010,490,9,3,0,0,0,2,1,1,0,0,2
G000551006001210010,495,11,7,0,0,0,1,1,1,0,0,1
G000551006001210010,500,12,4,0,0,0,0,6,2,0,0,0
G000551006001210010,505,10,1,0,0,0,2,3,4,0,0,0
G000551006001210010,510,12,8,0,0,0,1,0,3,0,0,0
G000551006001210010,515,11,2,0,0,0,2,6,1,0,0,0
G000551006001210010,520,16,4,0,0,0,2,5,4,0,0,1
G000551006001210010,525,23,11,0,0,0,3,7,1,1,0,0
G000551006001210010,530,14,9,0,0,0,2,2,1,0,0,0
G000551006001210010,535,22,12,0,0,0,1,5,2,2,0,0
G000551006001220010,480,20,18,0,0,0,0,0,1,1,0,0
G000551006001220010,485,16,12,0,0,0,1,1,0,1,0,1
G000551006001220010,490,16,12,0,0,0,0,3,0,0,0,1
G000551006001220010,495,26,22,0,0,0,0,4,0,0,0,0
G000551006001220010,500,27,18,0,0,0,5,3,1,0,0,0
G000551006001220010,505,19,15,0,0,1,1,1,1,0,0,0
G000551006001220010,510,29,25,1,0,0,2,0,1,0,0,0
G000551006001220010,515,27,16,0,0,0,5,5,1,0,0,0
G000551006001220010,520,15,12,0,0,0,1,2,0,0,0,0
G000551006001220010,525,32,28,0,0,0,1,3,0,0,0,0
G000551006001220010,530,29,23,0,0,0,2,1,0,2,0,1
G000551006001220010,535,28,24,0,1,0,2,1,0,0,0,0
G000551006001310010,480,21,18,0,0,0,1,1,0,1,0,0
G000551006001310010,485,17,13,0,0,0,2,1,1,0,0,0
G000551006001310010,490,25,12,0,0,0,3,4,3,1,0,2
G000551006001310010,495,16,13,0,0,0,0,1,1,0,0,1
G000551006001310010,500,16,12,0,0,0,1,1,2,0,0,0
G000551006001310010,505,25,7,0,1,0,3,7,6,1,0,0
G000551006001310010,510,22,14,0,0,0,3,0,5,0,0,0
G000551006001310010,515,26,13,0,0,0,5,5,3,0,0,0
G000551006001310010,520,22,17,0,0,0,2,2,1,0,0,0
G000551006001310010,525,31,17,0,1,0,2,7,2,1,0,1
G000551006001310010,530,27,17,0,0,0,3,5,2,0,0,0
G000551006001310010,535,26,17,0,0,0,3,3,3,0,0,0
G000551006001320010,480,29,25,0,0,0,1,0,1,2,0,0
G000551006001320010,485,17,14,0,0,0,1,1,0,0,0,1
G000551006001320010,490,29,21,0,0,0,1,6,0,0,0,1
G000551006001320010,495,29,23,0,0,0,3,3,0,0,0,0
G000551006001320010,500,18,10,0,0,1,4,2,1,0,0,0
G000551006001320010,505,27,22,0,0,0,3,1,1,0,0,0
G000551006001320010,510,31,25,0,0,0,1,4,1,0,0,0
G000551006001320010,515,32,24,0,0,0,4,2,2,0,0,0
G000551006001320010,520,23,16,0,0,0,3,3,0,0,0,1
G000551006001320010,525,43,37,0,0,0,2,1,0,2,0,1
G000551006001320010,530,33,28,0,0,0,3,2,0,0,0,0
G000551006001320010,535,26,23,0,1,0,0,0,0,0,0,2
G000551007000210010,480,29,15,0,0,0,2,8,3,1,0,0
G000551007000210010,485,43,29,0,0,1,6,3,4,0,0,0
G000551007000210010,490,50,33,0,0,0,7,2,6,1,0,1
G000551007000210010,495,30,17,0,1,0,3,3,5,0,0,1
G000551007000210010,500,53,34,0,1,0,8,4,6,0,0,0
G000551007000210010,505,34,23,0,0,0,3,3,2,2,0,1
G000551007000210010,510,46,28,0,1,0,5,2,9,1,0,0
G000551007000210010,515,37,22,0,0,0,4,5,4,2,0,0
G000551007000210010,520,50,32,0,1,0,7,2,6,0,0,2
G000551007000210010,525,26,20,0,0,0,2,0,2,1,0,1
G000551007000210010,530,51,33,0,1,0,7,7,3,0,0,0
G000551007000210010,535,55,35,0,1,0,6,2,11,0,0,0
G000551007000220010,480,36,23,0,0,0,4,4,5,0,0,0
G000551007000220010,485,42,29,0,0,0,3,4,5,1,0,0
G000551007000220010,490,45,39,0,0,0,2,2,0,0,0,2
G000551007000220010,495,48,36,0,0,0,7,3,0,2,0,0
G000551007000220010,500,45,36,0,0,0,4,2,2,0,0,1
G000551007000220010,505,56,43,0,1,0,9,1,0,0,0,2
G000551007000220010,510,48,35,0,0,0,8,1,4,0,0,0
G000551007000220010,515,58,46,0,2,0,5,4,1,0,0,0
G000551007000220010,520,69,55,0,2,1,5,4,1,0,0,1
G000551007000220010,525,67,56,0,2,0,4,3,1,0,0,1
G000551007000220010,530,56,51,0,0,0,1,1,1,1,0,1
G000551007000220010,535,68,53,1,0,0,6,3,3,1,0,1
G000551007000310010,480,51,27,0,1,0,8,1,14,0,0,0
G000551007000310010,485,36,25,0,0,0,3,3,3,2,0,0
G000551007000310010,490,35,20,0,0,0,5,4,5,1,0,0
G000551007000310010,495,41,26,0,0,0,4,6,5,0,0,0
G000551007000310010,500,46,31,0,0,1,5,3,6,0,0,0
G000551007000310010,505,36,17,0,1,0,8,2,6,1,0,1
G000551007000310010,510,40,22,0,2,0,6,4,5,0,0,1
G000551007000310010,515,44,25,0,0,0,8,5,6,0,0,0
G000551007000310010,520,35,23,0,1,0,2,2,4,2,0,1
G000551007000310010,525,45,26,0,0,0,5,4,8,2,0,0
G000551007000310010,530,44,26,0,1,0,7,4,3,1,0,2
G000551007000310010,535,41,28,0,1,0,4,2,6,0,0,0
G000551007000320010,480,43,34,0,0,0,3,4,0,1,0,1
G000551007000320010,485,39,27,0,0,0,7,1,2,1,0,1
G000551007000320010,490,55,43,0,0,0,4,2,4,0,0,2
G000551007000320010,495,53,37,0,2,0,9,1,3,0,0,1
G000551007000320010,500,45,32,0,0,0,9,3,1,0,0,0
G000551007000320010,505,57,47,0,3,0,3,2,1,0,0,1
G000551007000320010,510,68,58,0,1,1,3,3,1,1,0,0
G000551007000320010,515,65,54,0,2,1,5,2,0,0,0,1
G000551007000320010,520,56,47,1,0,0,1,0,5,1,0,1
G000551007000320010,525,67,48,0,0,0,10,6,2,0,0,1
G000551007000320010,530,65,56,0,0,0,4,0,4,0,0,1
G000551007000320010,535,50,44,0,0,0,6,0,0,0,0,0
G000551007000410010,480,57,40,0,0,0,7,0,10,0,0,0
G000551007000410010,485,58,40,0,1,0,7,4,5,1,0,0
G000551007000410010,490,49,40,0,0,0,5,0,3,1,0,0
G000551007000410010,495,57,38,0,0,0,5,8,5,1,0,0
G000551007000410010,500,65,44,0,0,1,8,5,7,0,0,0
G000551007000410010,505,49,33,0,1,0,6,1,7,0,0,1
G000551007000410010,510,54,31,0,1,0,8,4,9,1,0,0
G000551007000410010,515,48,30,0,1,0,7,4,5,0,0,1
G000551007000410010,520,65,49,0,0,0,6,4,3,2,0,1
G000551007000410010,525,49,38,0,1,0,5,1,4,0,0,0
G000551007000410010,530,63,38,0,0,0,6,6,10,3,0,0
G000551007000410010,535,62,42,0,2,0,7,4,5,0,0,2
G000551007000420010,480,55,46,0,0,0,3,1,2,2,0,1
G000551007000420010,485,43,35,0,0,0,4,1,2,0,0,1
G000551007000420010,490,66,57,0,2,0,3,0,2,0,0,2
G000551007000420010,495,63,49,0,0,0,10,2,2,0,0,0
G000551007000420010,500,47,43,0,2,0,2,0,0,0,0,0
G000551007000420010,505,80,67,0,2,1,3,3,1,1,0,2
G000551007000420010,510,84,73,0,2,0,5,3,1,0,0,0
G000551007000420010,515,68,60,1,0,1,1,0,4,0,0,1
G000551007000420010,520,73,58,0,0,0,4,5,3,2,0,1
G000551007000420010,525,67,57,1,0,0,5,2,0,0,0,2
G000551007000420010,530,77,73,0,0,0,0,0,4,0,0,0
G000551007000420010,535,66,60,0,0,0,2,1,1,0,0,2
G000551007000510010,480,52,40,0,1,0,0,4,6,1,0,0
G000551007000510010,485,39,24,0,0,0,5,1,9,0,0,0
G000551007000510010,490,47,35,0,1,0,3,2,6,0,0,0
G000551007000510010,495,36,28,0,0,0,3,2,3,0,0,0
G000551007000510010,500,51,34,0,0,0,5,7,4,0,0,1
G000551007000510010,505,53,41,0,0,0,6,3,3,0,0,0
G000551007000510010,510,40,28,0,0,1,3,3,5,0,0,0
G000551007000510010,515,49,32,0,0,0,4,5,7,1,0,0
G000551007000510010,520,47,30,0,2,0,7,3,4,0,0,1
G000551007000510010,525,49,40,0,0,0,3,3,2,1,0,0
G000551007000510010,530,45,33,0,0,0,3,4,4,0,0,1
G000551007000510010,535,52,29,0,1,0,9,4,9,0,0,0
G000551007000520010,480,51,40,0,0,1,5,1,3,0,0,1
G000551007000520010,485,59,51,0,1,0,5,1,1,0,0,0
G000551007000520010,490,52,41,0,0,0,6,4,1,0,0,0
G000551007000520010,495,57,52,0,2,0,2,1,0,0,0,0
G000551007000520010,500,77,62,0,2,0,3,3,4,1,0,2
G000551007000520010,505,77,61,1,2,0,7,1,5,0,0,0
G000551007000520010,510,59,53,0,0,1,0,0,3,1,0,1
G000551007000520010,515,63,53,0,0,0,5,5,0,0,0,0
G000551007000520010,520,75,58,1,0,0,5,3,6,0,0,2
G000551007000520010,525,71,65,0,0,0,4,1,1,0,0,0
G000551007000520010,530,60,51,0,1,0,3,2,2,0,0,1
G000551007000520010,535,62,47,0,1,0,5,4,5,0,0,0
G000551007000610010,480,49,39,0,0,1,3,3,3,0,0,0
G000551007000610010,485,48,37,0,0,2,0,2,7,0,0,0
G000551007000610010,490,38,29,0,0,0,3,0,6,0,0,0
G000551007000610010,495,51,35,0,1,2,2,2,9,0,0,0
G000551007000610010,500,42,35,0,0,2,2,0,3,0,0,0
G000551007000610010,505,55,44,0,1,0,2,3,4,0,0,1
G000551007000610010,510,52,40,0,2,0,3,3,4,0,0,0
G000551007000610010,515,43,36,0,0,0,1,3,3,0,0,0
G000551007000610010,520,48,37,0,0,0,2,2,6,1,0,0
G000551007000610010,525,51,39,0,0,0,5,3,4,0,0,0
G000551007000610010,530,46,40,0,0,0,1,3,2,0,0,0
G000551007000610010,535,54,47,0,0,0,1,3,2,0,0,1
G000551007000620010,480,26,18,0,0,0,7,0,0,0,0,1
G000551007000620010,485,38,22,0,0,0,9,5,2,0,0,0
G000551007000620010,490,32,27,0,0,0,5,0,0,0,0,0
G000551007000620010,495,50,37,0,0,0,3,3,4,1,0,2
G000551007000620010,500,37,24,0,0,0,5,2,6,0,0,0
G000551007000620010,505,29,19,0,0,0,5,0,3,1,0,1
G000551007000620010,510,46,36,0,0,0,4,5,1,0,0,0
G000551007000620010,515,45,28,0,0,0,8,2,5,0,0,2
G000551007000620010,520,35,23,0,0,1,6,3,2,0,0,0
G000551007000620010,525,25,15,0,0,0,6,1,2,0,0,1
G000551007000620010,530,37,24,0,0,0,6,3,4,0,0,0
G000551007000620010,535,43,28,0,0,1,8,2,4,0,0,0
G000551007000710010,480,87,73,0,0,1,6,2,5,0,0,0
G000551007000710010,485,70,60,1,1,0,6,2,0,0,0,0
G000551007000710010,490,90,73,1,0,3,5,4,4,0,0,0
G000551007000710010,495,91,73,0,1,1,6,3,7,0,0,0
G000551007000710010,500,78,61,1,0,0,6,1,8,1,0,0
G000551007000710010,505,92,68,0,2,4,9,4,5,0,0,0
G000551007000710010,510,88,73,0,2,0,8,3,2,0,0,0
G000551007000710010,515,87,67,1,1,0,8,5,4,0,0,1
G000551007000710010,520,77,58,0,2,0,9,4,4,0,0,0
G000551007000710010,525,66,53,0,0,0,6,2,4,1,0,0
G000551007000710010,530,90,67,0,0,0,9,5,9,0,0,0
G000551007000710010,535,82,64,0,0,0,9,6,3,0,0,0
G000551007000720010,480,41,34,0,0,0,4,0,2,0,0,1
G000551007000720010,485,55,42,0,0,0,4,4,5,0,0,0
G000551007000720010,490,62,51,0,0,0,4,1,6,0,0,0
G000551007000720010,495,44,39,0,0,0,5,0,0,0,0,0
G000551007000720010,500,66,55,0,1,0,3,5,2,0,0,0
G000551007000720010,505,63,45,0,0,1,10,1,4,0,0,2
G000551007000720010,510,61,49,0,0,2,3,4,3,0,0,0
G000551007000720010,515,48,39,0,0,1,4,2,2,0,0,0
G000551007000720010,520,49,35,0,0,1,3,2,8,0,0,0
G000551007000720010,525,67,51,0,0,2,9,2,3,0,0,0
G000551007000720010,530,56,41,0,1,0,7,2,3,1,0,1
G000551007000720010,535,57,45,0,0,0,5,1,4,0,0,2
G000551008000110010,480,21,12,0,0,0,2,2,5,0,0,0
G000551008000110010,485,24,22,0,0,0,2,0,0,0,0,0
G000551008000110010,490,31,24,0,0,0,3,2,2,0,0,0
G000551008000110010,495,34,25,0,0,0,1,3,5,0,0,0
G000551008000110010,500,34,26,0,0,0,3,0,5,0,0,0
G000551008000110010,505,33,22,0,0,0,6,1,3,1,0,0
G000551008000110010,510,44,34,0,0,0,7,2,1,0,0,0
G000551008000110010,515,44,34,0,0,0,4,2,3,0,0,1
G000551008000110010,520,43,30,0,0,0,6,4,3,0,0,0
G000551008000110010,525,39,30,0,0,0,3,4,2,0,0,0
G000551008000110010,530,47,29,0,0,0,7,2,8,1,0,0
G000551008000110010,535,41,34,0,0,0,2,4,1,0,0,0
G000551008000120010,480,22,13,0,0,0,2,1,5,0,0,1
G000551008000120010,485,39,28,0,0,0,2,4,4,0,0,1
G000551008000120010,490,21,14,0,0,0,3,1,3,0,0,0
G000551008000120010,495,24,20,0,0,0,3,1,0,0,0,0
G000551008000120010,500,43,33,0,0,0,2,3,4,0,0,1
G000551008000120010,505,38,26,0,0,0,8,3,0,0,0,1
G000551008000120010,510,25,20,0,0,0,1,1,3,0,0,0
G000551008000120010,515,26,17,0,0,0,3,2,3,1,0,0
G000551008000120010,520,44,32,0,0,0,3,2,6,1,0,0
G000551008000120010,525,40,27,0,0,0,5,0,8,0,0,0
G000551008000120010,530,25,20,0,0,0,0,2,1,0,0,2
G000551008000120010,535,38,28,0,0,0,6,0,4,0,0,0
G000551008000210010,480,17,12,0,0,0,3,0,2,0,0,0
G000551008000210010,485,18,14,0,1,0,0,3,0,0,0,0
G000551008000210010,490,27,20,0,0,0,2,1,4,0,0,0
G000551008000210010,495,27,16,0,0,0,2,5,3,1,0,0
G000551008000210010,500,21,16,0,0,0,0,2,2,0,1,0
G000551008000210010,505,38,30,0,0,0,3,4,1,0,0,0
G000551008000210010,510,22,18,0,0,0,0,1,3,0,0,0
G000551008000210010,515,28,24,0,0,0,2,0,2,0,0,0
G000551008000210010,520,30,25,0,0,0,2,2,1,0,0,0
G000551008000210010,525,37,30,0,0,0,1,1,5,0,0,0
G000551008000210010,530,28,16,0,0,0,5,0,6,1,0,0
G000551008000210010,535,58,48,0,0,0,6,2,2,0,0,0
G000551008000220010,480,33,26,0,0,0,2,4,1,0,0,0
G000551008000220010,485,33,26,0,0,0,6,1,0,0,0,0
G000551008000220010,490,27,19,0,0,0,3,2,3,0,0,0
G000551008000220010,495,28,14,0,0,0,4,1,9,0,0,0
G000551008000220010,500,40,33,0,0,0,4,2,0,0,0,1
G000551008000220010,505,27,16,0,0,0,4,1,5,0,0,1
G000551008000220010,510,30,25,0,0,0,4,1,0,0,0,0
G000551008000220010,515,26,20,0,0,0,2,0,4,0,0,0
G000551008000220010,520,41,31,0,0,0,3,2,3,1,0,1
G000551008000220010,525,36,32,0,0,0,1,0,3,0,0,0
G000551008000220010,530,40,35,1,1,0,0,2,1,0,0,0
G000551008000220010,535,28,24,0,1,0,0,2,0,0,0,1
G000551008000310010,480,21,14,0,0,0,1,1,4,0,0,1
G000551008000310010,485,22,16,0,0,0,3,0,3,0,0,0
G000551008000310010,490,26,21,0,0,0,2,3,0,0,0,0
G000551008000310010,495,24,18,0,0,0,1,0,5,0,0,0
G000551008000310010,500,28,14,0,0,0,5,5,3,1,0,0
G000551008000310010,505,28,22,0,0,0,1,3,1,0,1,0
G000551008000310010,510,36,29,0,0,0,0,5,2,0,0,0
G000551008000310010,515,28,24,0,0,0,0,0,4,0,0,0
G000551008000310010,520,29,24,0,1,0,4,0,0,0,0,0
G000551008000310010,525,35,28,0,0,0,3,3,1,0,0,0
G000551008000310010,530,32,25,0,0,0,3,0,4,0,0,0
G000551008000310010,535,35,25,0,0,0,4,0,5,1,0,0
G000551008000320010,480,17,12,0,0,0,2,2,1,0,0,0
G000551008000320010,485,20,13,0,0,0,3,1,3,0,0,0
G000551008000320010,490,26,15,0,0,0,4,1,6,0,0,0
G000551008000320010,495,23,15,0,0,0,2,1,4,0,0,1
G000551008000320010,500,16,11,0,0,0,2,1,1,0,0,1
G000551008000320010,505,12,9,0,0,0,0,0,3,0,0,0
G000551008000320010,510,22,17,0,0,0,0,0,5,0,0,0
G000551008000320010,515,18,10,0,0,0,3,1,2,1,0,1
G000551008000320010,520,34,26,0,0,0,2,1,5,0,0,0
G000551008000320010,525,30,24,0,0,0,3,1,2,0,0,0
G000551008000320010,530,28,21,0,1,0,0,4,1,0,0,1
G000551008000320010,535,22,19,0,0,0,2,1,0,0,0,0
G000551008000420010,480,7,5,0,0,0,0,0,2,0,0,0
G000551008000420010,485,5,1,0,0,0,1,0,3,0,0,0
G000551008000420010,490,16,13,0,0,0,0,1,2,0,0,0
G000551008000420010,495,11,7,0,0,0,1,3,0,0,0,0
G000551008000420010,500,15,12,0,0,0,2,0,0,1,0,0
G000551008000420010,505,19,10,0,1,0,1,4,2,0,0,1
G000551008000420010,510,16,14,0,0,0,0,2,0,0,0,0
G000551008000420010,515,15,7,0,0,0,1,4,3,0,0,0
G000551008000420010,520,10,6,0,0,0,3,0,1,0,0,0
G000551008000420010,525,25,16,0,1,0,3,2,2,1,0,0
G000551008000420010,530,11,8,0,0,0,1,0,2,0,0,0
G000551008000420010,535,19,14,1,0,0,1,0,3,0,0,0
G000551008002210010,480,24,10,0,0,0,5,2,7,0,0,0
G000551008002210010,485,22,12,0,0,0,2,1,6,1,0,0
G000551008002210010,490,27,11,0,0,0,7,2,7,0,0,0
G000551008002210010,495,16,10,0,0,0,1,1,4,0,0,0
G000551008002210010,500,31,23,0,0,0,4,1,1,1,0,1
G000551008002210010,505,22,16,0,0,0,1,0,5,0,0,0
G000551008002210010,510,22,18,0,0,0,2,1,1,0,0,0
G000551008002210010,515,25,15,0,0,0,1,4,4,0,0,1
G000551008002210010,520,29,18,0,0,0,3,5,2,0,1,0
G000551008002210010,525,37,27,0,0,0,2,2,5,1,0,0
G000551008002210010,530,23,18,0,0,0,1,3,1,0,0,0
G000551008002210010,535,29,25,0,1,0,2,0,1,0,0,0
G000551008002220010,480,23,19,0,0,0,1,1,1,0,0,1
G000551008002220010,485,14,6,0,0,0,4,0,4,0,0,0
G000551008002220010,490,15,11,0,0,0,0,0,4,0,0,0
G000551008002220010,495,23,17,0,0,0,1,1,4,0,0,0
G000551008002220010,500,17,13,0,0,0,1,2,1,0,0,0
G000551008002220010,505,32,28,0,0,0,2,0,1,1,0,0
G000551008002220010,510,32,21,0,1,0,3,4,2,0,0,1
G000551008002220010,515,23,18,0,0,0,1,4,0,0,0,0
G000551008002220010,520,25,14,0,0,0,2,3,6,0,0,0
G000551008002220010,525,24,20,0,0,0,2,0,2,0,0,0
G000551008002220010,530,31,21,0,1,0,4,2,2,1,0,0
G000551008002220010,535,17,14,1,0,0,0,0,2,0,0,0
G000551044000210010,480,91,72,0,0,0,3,3,6,1,0,6
G000551044000210010,485,90,74,0,0,0,3,2,3,3,1,4
G000551044000210010,490,72,55,0,0,0,6,0,4,0,1,6
G000551044000210010,495,79,62,0,0,0,2,1,8,0,0,6
G000551044000210010,500,64,54,0,2,0,1,1,4,0,0,2
G000551044000210010,505,97,80,1,0,0,3,4,6,1,0,2
G000551044000210010,510,81,62,0,0,0,5,2,8,1,0,3
G000551044000210010,515,87,62,0,1,0,9,2,9,2,0,2
G000551044000210010,520,68,53,0,0,0,5,2,4,0,0,4
G000551044000210010,525,73,59,0,1,0,2,2,7,0,0,2
G000551044000210010,530,64,43,0,0,0,3,4,10,0,0,4
