gantry_id,interval_start,total_flow,k1,k2,k3,k4,h1,h2,h3,h4,h5,h6
G000551005000410010,535,295,249,0,5,2,21,8,7,2,0,1
G000551005000420010,480,193,168,0,1,1,10,7,5,1,0,0
G000551005000420010,485,253,219,1,4,1,17,7,4,0,0,0
G000551005000420010,490,205,184,0,2,0,11,5,3,0,0,0
G000551005000420010,495,216,185,0,2,1,21,3,4,0,0,0
G000551005000420010,500,229,196,0,1,1,13,6,10,2,0,0
G000551005000420010,505,185,154,0,1,2,17,7,2,1,0,1
G000551005000420010,510,209,172,0,1,1,17,13,4,0,0,1
G000551005000420010,515,204,154,1,0,1,28,11,8,0,0,1
G000551005000420010,520,209,161,0,0,0,16,18,12,2,0,0
G000551005000420010,525,239,194,0,0,0,20,11,12,1,0,1
G000551005000420010,530,197,153,0,1,1,22,7,12,1,0,0
G000551005000420010,535,169,137,0,0,0,15,8,8,0,0,1
G000551005000510010,480,228,202,0,3,1,10,4,5,0,0,3
G000551005000510010,485,253,226,0,6,0,11,5,5,0,0,0
G000551005000510010,490,254,231,2,2,0,13,3,3,0,0,0
G000551005000510010,495,267,235,3,7,0,19,2,1,0,0,0
G000551005000510010,500,220,191,1,3,0,13,9,3,0,0,0
G000551005000510010,505,221,190,0,2,3,13,6,5,0,0,2
G000551005000510010,510,236,203,3,6,1,17,3,2,1,0,0
G000551005000510010,515,226,199,1,4,2,11,6,3,0,0,0
G000551005000510010,520,215,191,2,5,0,9,6,2,0,0,0
G000551005000510010,525,253,217,2,3,1,14,10,5,0,0,1
G000551005000510010,530,195,175,0,1,0,15,1,2,0,0,1
G000551005000510010,535,226,198,0,6,3,9,6,3,0,0,1
G000551005000520010,480,209,174,1,6,1,9,9,9,0,0,0
G000551005000520010,485,197,177,0,1,1,11,2,5,0,0,0
G000551005000520010,490,208,183,0,1,0,14,4,6,0,0,0
G000551005000520010,495,199,169,0,5,2,15,2,5,1,0,0
G000551005000520010,500,213,183,0,0,2,12,6,7,2,0,1
G000551005000520010,505,180,149,0,1,1,17,7,5,0,0,0
G000551005000520010,510,186,158,0,1,1,10,9,6,0,0,1
G000551005000520010,515,189,144,1,0,1,18,13,11,0,0,1
G000551005000520010,520,154,131,0,0,0,7,5,8,2,0,1
G000551005000520010,525,207,164,0,1,1,13,11,15,1,0,1
G000551005000520010,530,171,139,0,0,0,17,5,8,1,0,1
G000551005000520010,535,198,164,0,0,1,15,7,9,1,1,0
G000551005000610010,480,224,207,0,1,1,9,4,2,0,0,0
G000551005000610010,485,214,190,0,5,1,8,2,5,0,0,3
G000551005000610010,490,250,226,0,4,0,12,5,3,0,0,0
G000551005000610010,495,230,206,3,3,0,14,3,1,0,0,0
G000551005000610010,500,244,213,2,7,0,17,3,2,0,0,0
G000551005000610010,505,203,181,0,4,0,7,8,3,0,0,0
G000551005000610010,510,212,186,1,1,2,11,6,4,0,0,1
G000551005000610010,515,229,196,2,6,0,17,5,3,0,0,0
G000551005000610010,520,213,190,2,4,1,10,6,0,0,0,0
G000551005000610010,525,191,168,2,4,0,7,5,5,0,0,0
G000551005000610010,530,243,209,1,3,1,16,9,3,0,0,1
G000551005000610010,535,175,155,0,2,0,15,1,1,0,0,1
G000551005000620010,480,168,155,0,0,1,7,1,4,0,0,0
G000551005000620010,485,194,170,0,1,0,12,4,7,0,0,0
G000551005000620010,490,193,158,0,5,2,17,3,7,1,0,0
G000551005000620010,495,180,158,0,0,1,8,4,7,1,0,1
G000551005000620010,500,151,125,0,1,2,11,6,5,1,0,0
G000551005000620010,505,173,146,0,1,1,10,7,7,0,0,1
G000551005000620010,510,163,131,1,0,1,13,8,8,0,0,1
G000551005000620010,515,150,123,0,0,0,11,6,8,2,0,0
G000551005000620010,520,166,138,0,1,0,11,6,8,1,0,1
G000551005000620010,525,169,143,0,0,1,12,4,8,0,0,1
G000551005000620010,530,146,124,0,0,1,12,4,5,0,0,0
G000551005000620010,535,157,122,0,1,0,16,5,11,1,0,1
G000551005000710010,480,41,37,1,0,0,3,0,0,0,0,0
G000551005000710010,485,38,34,0,1,0,1,1,1,0,0,0
G000551005000710010,490,44,38,0,0,0,1,2,2,1,0,0
G000551005000710010,495,43,34,0,1,0,4,3,1,0,0,0
G000551005000710010,500,53,45,0,3,0,3,1,0,1,0,0
G000551005000710010,505,39,34,1,0,0,2,1,1,0,0,0
G000551005000710010,510,61,50,2,2,0,4,2,1,0,0,0
G000551005000710010,515,50,39,1,3,0,5,1,0,1,0,0
G000551005000710010,520,43,41,0,0,0,2,0,0,0,0,0
G000551005000710010,525,36,30,0,1,0,2,2,1,0,0,0
G000551005000710010,530,44,38,0,1,0,2,1,2,0,0,0
G000551005000710010,535,38,33,1,0,0,1,2,1,0,0,0
G000551005000720010,480,55,42,0,3,1,2,4,2,1,0,0
G000551005000720010,485,38,36,0,0,1,0,0,1,0,0,0
G000551005000720010,490,53,43,0,0,0,4,3,3,0,0,0
G000551005000720010,495,49,40,1,0,0,2,3,1,1,0,1
G000551005000720010,500,46,39,0,0,0,6,0,1,0,0,0
G000551005000720010,505,48,44,0,0,0,1,2,0,1,0,0
G000551005000720010,510,41,34,0,1,0,1,4,0,0,0,1
G000551005000720010,515,58,53,0,0,0,4,1,0,0,0,0
G000551005000720010,520,39,33,0,0,0,5,0,1,0,0,0
G000551005000720010,525,42,32,0,0,0,4,4,2,0,0,0
G000551005000720010,530,37,32,0,0,0,2,3,0,0,0,0
G000551005000720010,535,61,49,0,0,0,5,4,1,1,0,1
G000551005000810010,480,53,51,1,1,0,0,0,0,0,0,0
G000551005000810010,485,67,62,0,0,0,4,1,0,0,0,0
G000551005000810010,490,66,63,0,1,0,1,0,1,0,0,0
G000551005000810010,495,82,75,0,0,0,1,2,3,1,0,0
G000551005000810010,500,72,64,0,2,0,3,3,0,0,0,0
G000551005000810010,505,97,88,0,2,0,5,1,0,1,0,0
G000551005000810010,510,75,68,2,1,0,2,1,1,0,0,0
G000551005000810010,515,98,85,2,2,0,6,2,1,0,0,0
G000551005000810010,520,69,61,0,3,0,3,1,0,1,0,0
G000551005000810010,525,65,62,0,0,0,2,1,0,0,0,0
G000551005000810010,530,64,60,0,1,0,1,1,1,0,0,0
G000551005000810010,535,72,64,1,1,0,2,2,2,0,0,0
G000551005000820010,480,31,29,0,0,0,0,1,1,0,0,0
G000551005000820010,485,53,43,0,0,1,4,2,3,0,0,0
G000551005000820010,490,52,44,1,0,0,1,4,1,1,0,0
G000551005000820010,495,40,34,0,0,0,4,0,1,0,0,1
G000551005000820010,500,49,45,0,0,0,1,2,0,1,0,0
G000551005000820010,505,29,24,0,1,0,1,2,0,0,0,1
G000551005000820010,510,58,51,0,0,0,4,3,0,0,0,0
G000551005000820010,515,42,38,0,0,0,4,0,0,0,0,0
G000551005000820010,520,42,31,0,0,0,6,2,3,0,0,0
G000551005000820010,525,40,33,0,0,0,2,5,0,0,0,0
G000551005000820010,530,52,41,0,0,0,4,4,1,1,0,1
G000551005000820010,535,42,37,0,0,0,3,0,1,0,0,1
G000551005000910010,480,73,68,1,2,0,2,0,0,0,0,0
G000551005000910010,485,71,68,1,0,0,2,0,0,0,0,0
G000551005000910010,490,66,62,0,1,0,3,0,0,0,0,0
G000551005000910010,495,88,81,0,0,0,3,1,2,1,0,0
G000551005000910010,500,77,73,0,1,0,2,0,1,0,0,0
G000551005000910010,505,110,99,0,3,0,5,3,0,0,0,0
G000551005000910010,510,85,78,1,0,0,5,0,0,1,0,0
G000551005000910010,515,105,96,2,3,0,3,1,0,0,0,0
G000551005000910010,520,89,79,1,2,0,6,0,0,1,0,0
G000551005000910010,525,69,65,0,1,0,2,1,0,0,0,0
G000551005000910010,530,78,75,0,1,0,0,2,0,0,0,0
G000551005000910010,535,69,62,0,1,0,4,1,1,0,0,0
G000551005000920010,480,46,42,0,0,1,1,2,0,0,0,0
G000551005000920010,485,50,43,0,0,0,2,1,4,0,0,0
G000551005000920010,490,39,33,1,0,0,0,3,0,1,0,1
G000551005000920010,495,56,51,0,0,0,3,1,1,0,0,0
G000551005000920010,500,53,52,0,0,0,0,0,1,0,0,0
G000551005000920010,505,54,46,0,2,0,3,2,0,0,0,1
G000551005000920010,510,60,55,0,0,0,4,1,0,0,0,0
G000551005000920010,515,53,45,0,0,0,5,0,3,0,0,0
G000551005000920010,520,45,39,0,0,0,2,4,0,0,0,0
G000551005000920010,525,62,53,0,0,0,4,3,1,0,0,1
G000551005000920010,530,52,46,0,0,0,3,2,1,0,0,0
G000551005000920010,535,45,41,0,0,0,3,0,0,0,0,1
G000551005001010010,480,119,108,0,0,1,5,2,1,2,0,0
G000551005001010010,485,88,78,1,2,0,5,2,0,0,0,0
G000551005001010010,490,81,78,1,0,0,2,0,0,0,0,0
G000551005001010010,495,85,80,0,1,0,3,1,0,0,0,0
G000551005001010010,500,101,99,0,0,0,2,0,0,0,0,0
G000551005001010010,505,90,83,0,0,0,2,2,2,1,0,0
G000551005001010010,510,123,107,0,3,0,8,4,1,0,0,0
G000551005001010010,515,105,94,1,2,0,5,1,1,1,0,0
G000551005001010010,520,120,109,2,3,0,5,1,0,0,0,0
G000551005001010010,525,102,93,1,2,0,6,0,0,0,0,0
G000551005001010010,530,86,80,0,1,0,3,1,0,1,0,0
G000551005001010010,535,87,84,0,1,1,0,1,0,0,0,0
G000551005001020010,480,63,54,0,0,0,4,3,1,1,0,0
G000551005001020010,485,51,45,1,0,0,1,2,1,0,0,1
G000551005001020010,490,65,60,0,0,0,3,1,0,1,0,0
G000551005001020010,495,66,63,0,0,0,0,1,1,0,0,1
G000551005001020010,500,68,60,0,2,0,4,2,0,0,0,0
G000551005001020010,505,69,59,0,0,0,8,1,0,0,0,1
G000551005001020010,510,65,54,0,0,0,6,2,3,0,0,0
G000551005001020010,515,55,49,0,0,0,2,4,0,0,0,0
G000551005001020010,520,76,66,0,0,0,5,2,2,0,0,1
G000551005001020010,525,61,54,0,0,0,5,1,0,1,0,0
G000551005001020010,530,54,51,0,0,0,1,1,0,0,0,1
G000551005001020010,535,50,44,0,0,0,2,4,0,0,0,0
G000551005001110010,480,88,83,0,0,0,3,0,2,0,0,0
G000551005001110010,485,87,82,0,0,0,2,0,1,2,0,0
G000551005001110010,490,79,68,0,1,1,4,3,1,1,0,0
G000551005001110010,495,76,71,1,1,0,3,0,0,0,0,0
G000551005001110010,500,63,59,1,0,0,2,1,0,0,0,0
G000551005001110010,505,79,79,0,0,0,0,0,0,0,0,0
G000551005001110010,510,62,56,0,1,0,3,1,0,1,0,0
G000551005001110010,515,89,81,0,1,0,3,2,2,0,0,0
G000551005001110010,520,88,78,0,2,0,4,3,1,0,0,0
G000551005001110010,525,94,84,3,2,0,2,1,1,1,0,0
G000551005001110010,530,114,103,0,3,0,8,0,0,0,0,0
G000551005001110010,535,78,69,0,2,0,6,0,0,1,0,0
G000551005001120010,480,37,31,0,0,0,4,0,1,0,0,1
G000551005001120010,485,37,34,0,0,0,0,1,1,1,0,0
G000551005001120010,490,31,28,0,0,0,1,1,0,0,0,1
G000551005001120010,495,40,35,0,0,0,1,3,0,0,0,1
G000551005001120010,500,32,26,0,0,0,4,1,1,0,0,0
G000551005001120010,505,41,32,0,0,0,5,2,2,0,0,0
G000551005001120010,510,33,25,0,0,0,3,4,1,0,0,0
G000551005001120010,515,35,29,0,0,0,1,2,1,1,0,1
G000551005001120010,520,39,33,0,0,0,3,1,1,0,0,1
G000551005001120010,525,38,37,0,0,0,0,1,0,0,0,0
G000551005001120010,530,32,27,0,0,0,2,2,1,0,0,0
G000551005001120010,535,35,34,0,0,0,0,0,1,0,0,0
G000551005001210010,480,66,60,0,0,0,2,1,3,0,0,0
G000551005001210010,485,96,89,0,0,0,3,2,2,0,0,0
G000551005001210010,490,86,76,0,0,1,3,2,1,3,0,0
G000551005001210010,495,69,60,0,2,0,4,2,1,0,0,0
G000551005001210010,500,73,68,1,0,0,3,0,1,0,0,0
G000551005001210010,505,61,60,0,0,0,1,0,0,0,0,0
G000551005001210010,510,81,76,1,1,0,2,1,0,0,0,0
G000551005001210010,515,60,56,0,1,0,1,0,1,1,0,0
G000551005001210010,520,80,69,0,2,0,5,3,1,0,0,0
G000551005001210010,525,93,83,1,1,0,3,3,2,0,0,0
G000551005001210010,530,88,77,1,2,0,4,2,1,1,0,0
G000551005001210010,535,92,84,0,3,0,5,0,0,0,0,0
G000551005001220010,480,33,28,0,0,0,3,0,1,1,0,0
G000551005001220010,485,38,35,0,0,0,0,0,2,0,0,1
G000551005001220010,490,36,30,0,0,0,2,3,0,0,0,1
G000551005001220010,495,36,30,0,0,0,4,1,0,1,0,0
G000551005001220010,500,32,23,0,1,0,3,4,1,0,0,0
G000551005001220010,505,30,29,0,0,0,1,0,0,0,0,0
G000551005001220010,510,25,22,0,0,0,1,1,1,0,0,0
G000551005001220010,515,34,29,0,0,0,2,1,2,0,0,0
G000551005001220010,520,32,30,0,0,0,1,0,0,0,0,1
G000551005001220010,525,39,34,0,0,0,0,4,0,0,0,1
G000551005001220010,530,44,42,0,0,0,2,0,0,0,0,0
G000551005001220010,535,38,36,0,0,0,1,0,1,0,0,0
G000551005001310010,480,72,63,0,1,0,1,4,3,0,0,0
G000551005001310010,485,84,76,0,0,0,4,2,2,0,0,0
G000551005001310010,490,76,72,0,0,0,2,1,0,1,0,0
G000551005001310010,495,66,55,0,1,1,3,2,2,2,0,0
G000551005001310010,500,78,72,0,1,0,3,0,2,0,0,0
G000551005001310010,505,58,55,1,0,0,2,0,0,0,0,0
G000551005001310010,510,73,70,1,0,0,0,1,0,0,0,1
G000551005001310010,515,57,54,0,1,0,2,0,0,0,0,0
G000551005001310010,520,68,62,0,1,0,0,2,2,1,0,0
G000551005001310010,525,81,66,0,2,0,7,4,2,0,0,0
G000551005001310010,530,77,70,2,1,0,1,1,1,1,0,0
G000551005001310010,535,77,68,0,3,0,5,1,0,0,0,0
G000551005001320010,480,25,22,0,0,0,1,0,1,1,0,0
G000551005001320010,485,39,33,0,0,0,2,1,2,0,0,1
G000551005001320010,490,34,28,0,0,0,2,2,0,1,0,1
G000551005001320010,495,26,18,0,1,0,3,4,0,0,0,0
G000551005001320010,500,20,18,0,0,0,1,0,1,0,0,0
G000551005001320010,505,34,30,0,0,0,2,1,1,0,0,0
G000551005001320010,510,25,22,0,0,0,2,0,1,0,0,0
G000551005001320010,515,34,30,0,0,0,1,1,1,0,0,1
G000551005001320010,520,36,33,0,0,0,0,2,0,0,0,1
G000551005001320010,525,24,22,0,0,0,1,1,0,0,0,0
G000551005001320010,530,37,35,0,0,0,0,0,2,0,0,0
G000551005001320010,535,43,33,0,0,0,3,2,3,1,0,1
G000551005001420010,480,36,30,0,0,0,3,1,2,0,0,0
G000551005001420010,485,33,29,0,1,0,1,1,0,1,0,0
G000551005001420010,490,24,22,0,0,0,1,0,1,0,0,0
G000551005001420010,495,24,22,0,0,0,2,0,0,0,0,0
G000551005001420010,500,36,32,0,0,0,1,1,2,0,0,0
G000551005001420010,505,36,34,0,0,0,1,1,0,0,0,0
G000551005001420010,510,37,36,0,0,0,1,0,0,0,0,0
G000551005001420010,515,39,34,0,0,0,0,3,1,0,0,1
G000551005001420010,520,27,24,0,0,0,3,0,0,0,0,0
G000551005001420010,525,33,31,0,0,0,1,0,1,0,0,0
G000551005001420010,530,43,34,0,0,0,4,2,2,1,0,0
G000551005001420010,535,44,36,0,0,0,1,2,4,0,0,1
G000551005001610010,480,90,73,0,0,2,3,5,5,1,0,1
G000551005001610010,485,105,87,0,1,1,8,3,4,0,0,1
G000551005001610010,490,111,94,0,0,1,5,4,6,0,0,1
G000551005001610010,495,100,89,0,0,0,4,1,2,0,0,4
G000551005001610010,500,124,103,0,3,1,4,4,5,0,1,3
G000551005001610010,505,151,135,0,0,0,4,1,11,0,0,0
G000551005001610010,510,148,122,0,0,1,9,6,10,0,0,0
G000551005001610010,515,127,109,0,1,1,7,2,7,0,0,0
G000551005001610010,520,131,115,0,1,0,5,3,4,3,0,0
G000551005001610010,525,109,95,1,0,1,5,1,4,1,0,1
G000551005001610010,530,74,68,0,0,0,4,1,1,0,0,0
G000551005001710010,480,91,74,0,0,1,4,4,4,2,0,2
G000551005001710010,485,100,80,0,1,1,6,5,6,0,0,1
G000551005001710010,490,101,86,0,0,2,5,2,5,0,0,1
G000551005001710010,495,105,92,0,0,0,4,2,5,0,0,2
G000551005001710010,500,120,102,0,3,1,3,3,4,0,1,3
G000551005001710010,505,138,125,0,0,0,2,2,9,0,0,0
G000551005001710010,510,140,119,0,0,1,5,2,13,0,0,0
G000551005001710010,515,131,115,0,0,1,6,3,6,0,0,0
G000551005001710010,520,116,103,0,1,0,4,2,3,3,0,0
G000551005001710010,525,130,111,1,1,1,5,3,6,1,0,1
G000551005001710010,530,56,49,0,0,0,5,0,2,0,0,0
G000551005001720010,480,50,35,0,0,0,3,6,6,0,0,0
G000551005001720010,485,74,59,0,0,0,2,3,9,0,0,1
G000551005001720010,490,59,49,0,0,0,4,1,5,0,0,0
G000551005001720010,495,70,59,0,0,0,3,2,5,0,0,1
G000551005001720010,500,52,44,0,0,0,2,2,4,0,0,0
G000551005001720010,505,78,60,0,1,0,4,3,8,0,0,2
G000551005001720010,510,61,46,0,1,0,5,5,3,1,0,0
G000551005001720010,515,64,48,0,0,0,3,3,7,2,0,1
G000551005001720010,520,59,44,0,1,0,3,4,7,0,0,0
G000551005001720010,525,53,36,0,0,0,4,3,7,2,0,1
G000551005001720010,530,28,20,0,0,0,2,0,4,0,0,2
G000551005001810010,480,89,65,0,0,0,9,4,9,0,0,2
G000551005001810010,485,79,64,0,0,0,4,1,7,1,0,2
G000551005001810010,490,104,85,0,1,1,3,6,6,1,0,1
G000551005001810010,495,90,74,0,0,3,5,3,4,0,0,1
G000551005001810010,500,99,82,0,0,0,3,3,9,0,0,2
G000551005001810010,505,104,90,0,2,1,2,2,1,0,1,5
G000551005001810010,510,125,112,0,0,0,4,2,6,0,0,1
G000551005001810010,515,115,94,1,0,1,4,3,12,0,0,0
G000551005001810010,520,130,110,0,0,1,7,3,9,0,0,0
G000551005001810010,525,113,99,0,1,0,3,1,8,1,0,0
G000551005001810010,530,109,93,1,1,1,4,3,4,2,0,0
G000551005001810010,535,113,99,0,0,0,6,2,4,1,0,1
G000551005001820010,480,57,42,0,0,0,2,2,10,0,0,1
G000551005001820010,485,40,33,0,0,0,3,1,3,0,0,0
G000551005001820010,490,54,40,0,0,0,4,2,7,0,0,1
G000551005001820010,495,37,27,0,0,0,1,3,5,0,0,1
G000551005001820010,500,64,49,0,1,0,5,3,4,1,0,1
G000551005001820010,505,54,39,0,0,0,6,5,4,0,0,0
G000551005001820010,510,45,29,0,0,0,2,3,8,2,0,1
G000551005001820010,515,48,29,0,1,0,5,6,7,0,0,0
G000551005001820010,520,44,31,0,0,0,3,1,6,1,0,2
G000551005001820010,525,48,37,0,0,0,5,1,4,0,0,1
G000551005001910010,480,64,49,1,0,0,5,2,4,0,0,3
G000551005001910010,485,100,74,0,0,0,8,4,12,1,0,1
G000551005001910010,490,93,77,0,0,0,4,3,6,1,0,2
G000551005001910010,495,99,79,0,1,2,6,6,5,0,0,0
G000551005001910010,500,95,80,0,0,2,3,2,5,0,0,3
G000551005001910010,505,99,83,0,0,0,4,2,7,0,0,3
G000551005001910010,510,93,79,0,2,1,3,3,2,0,1,2
G000551005001910010,515,140,120,1,0,0,4,2,12,0,0,1
G000551005001910010,520,104,89,0,0,1,3,2,9,0,0,0
G000551005001910010,525,112,93,0,2,1,6,2,8,0,0,0
G000551005001910010,530,104,87,0,0,0,6,3,6,2,0,0
G000551005001910010,535,106,92,1,1,1,1,2,5,2,0,1
G000551005001920010,480,29,23,0,0,0,1,1,4,0,0,0
G000551005001920010,485,44,29,0,0,0,5,1,8,0,0,1
G000551005001920010,490,34,29,0,0,0,1,2,2,0,0,0
G000551005001920010,495,54,40,0,0,0,3,3,6,0,0,2
G000551005001920010,500,52,37,0,0,0,5,6,3,1,0,0
G000551005001920010,505,42,29,0,0,0,1,2,7,2,0,1
G000551005001920010,510,46,26,0,0,0,6,6,7,1,0,0
G000551005001920010,515,47,33,0,1,0,1,2,7,1,0,2
G000551005001920010,520,43,30,0,0,0,6,0,6,0,0,1
G000551005001920010,525,45,36,0,0,0,1,2,3,2,0,1
G000551005001920010,530,27,15,0,0,0,4,4,3,1,0,0
G000551005001920010,535,44,36,0,2,0,1,1,3,0,0,1
G000551005002010010,480,67,56,1,0,1,3,4,1,0,0,1
G000551005002010010,485,103,84,0,0,0,6,4,6,0,0,3
G000551005002010010,490,86,72,0,0,0,5,1,6,1,0,1
G000551005002010010,495,101,85,0,2,1,2,4,4,1,0,2
G000551005002010010,500,92,78,0,0,2,5,4,2,0,0,1
G000551005002010010,505,100,89,0,0,0,2,3,5,0,0,1
G000551005002010010,510,97,82,0,2,0,6,2,1,0,1,3
G000551005002010010,515,130,118,0,0,1,6,2,3,0,0,0
G000551005002010010,520,118,103,1,2,1,2,3,5,0,0,1
G000551005002010010,525,125,110,0,2,0,6,1,6,0,0,0
G000551005002010010,530,109,94,0,1,1,4,2,7,0,0,0
G000551005002010010,535,111,97,1,1,1,4,3,4,0,0,0
G000551005002020010,480,45,37,0,1,0,2,2,3,0,0,0
G000551005002020010,485,51,37,0,0,0,8,1,4,0,0,1
G000551005002020010,490,41,30,0,1,0,1,3,5,0,0,1
G000551005002020010,495,64,54,0,0,0,3,4,1,1,0,1
G000551005002020010,500,47,34,0,0,0,6,3,3,0,0,1
G000551005002020010,505,38,27,0,0,0,1,4,4,1,0,1
G000551005002020010,510,55,39,0,2,0,4,3,7,0,0,0
G000551005002020010,515,45,33,0,0,0,4,1,4,1,0,2
G000551005002020010,520,50,40,0,0,0,5,1,4,0,0,0
G000551005002020010,525,42,32,0,0,0,1,3,4,2,0,0
G000551005002020010,530,30,20,0,0,0,3,2,4,1,0,0
G000551005002020010,535,46,35,1,2,0,1,2,4,0,0,1
G000551005003710010,480,355,323,3,8,2,19,0,0,0,0,0
G000551005003710010,485,310,283,2,3,0,20,1,1,0,0,0
G000551005003710010,490,360,334,1,2,3,17,1,2,0,0,0
G000551005003710010,495,316,283,4,6,1,21,1,0,0,0,0
G000551005003710010,500,323,297,1,5,2,17,0,1,0,0,0
G000551005003710010,505,346,319,3,5,0,17,0,1,0,0,1
G000551005003710010,510,335,311,1,7,1,15,0,0,0,0,0
G000551005003710010,515,292,272,0,2,6,12,0,0,0,0,0
G000551005003710010,520,279,259,1,3,0,14,0,1,1,0,0
G000551005003710010,525,315,300,0,4,0,11,0,0,0,0,0
G000551005003710010,530,276,250,1,4,2,16,0,3,0,0,0
G000551005003710010,535,249,231,2,1,2,11,0,2,0,0,0
G000551006000110010,480,43,31,0,0,0,3,6,3,0,0,0
G000551006000110010,485,44,38,0,0,0,2,1,1,0,0,2
G000551006000110010,490,60,45,0,0,0,3,4,7,0,0,1
G000551006000110010,515,49,40,0,0,0,4,1,1,0,1,2
G000551006000110010,520,66,59,1,0,0,3,0,3,0,0,0
G000551006000110010,525,55,48,0,1,1,1,2,1,0,0,1
G000551006000110010,535,62,46,0,0,0,8,1,7,0,0,0
G000551006000210010,485,2,1,0,0,0,0,1,0,0,0,0
G000551006000210010,490,3,1,0,0,0,1,1,0,0,0,0
G000551006000210010,515,4,2,0,0,0,2,0,0,0,0,0
G000551006000210010,520,1,0,0,0,0,0,0,0,0,1,0
G000551006000210010,525,5,3,0,0,0,0,1,1,0,0,0
G000551006000210010,535,1,0,0,0,0,1,0,0,0,0,0
G000551006000310010,480,38,25,0,0,0,2,7,4,0,0,0
G000551006000310010,485,24,18,0,0,0,2,3,1,0,0,0
G000551006000310010,490,30,22,1,0,0,0,1,5,0,0,1
G000551006000310010,495,32,25,0,0,0,3,3,0,1,0,0
G000551006000310010,500,36,24,0,0,0,4,2,5,0,0,1
G000551006000310010,505,50,31,0,0,0,5,7,7,0,0,0
G000551006000310010,510,35,29,0,0,0,1,0,3,0,0,2
G000551006000310010,515,53,39,0,0,0,3,4,6,1,0,0
G000551006000310010,520,44,32,0,0,0,2,2,5,0,0,3
G000551006000310010,525,47,40,0,0,0,4,2,0,0,0,1
G000551006000310010,530,45,35,0,0,0,4,2,3,0,0,1
G000551006000310010,535,61,52,0,0,0,4,1,4,0,0,0
G000551006000320010,480,36,26,0,0,0,2,3,5,0,0,0
G000551006000320010,485,29,20,0,0,0,2,3,3,0,0,1
G000551006000320010,490,23,19,0,0,0,2,1,1,0,0,0
G000551006000320010,495,28,20,0,0,0,4,1,2,1,0,0
G000551006000320010,500,41,32,0,0,0,3,2,3,1,0,0
G000551006000320010,505,21,16,0,0,0,2,2,1,0,0,0
G000551006000320010,510,17,13,0,1,0,1,0,1,0,0,1
G000551006000320010,515,23,16,0,1,0,2,0,4,0,0,0
G000551006000320010,520,22,13,0,1,0,3,2,2,1,0,0
G000551006000320010,525,31,22,0,0,0,3,2,3,1,0,0
G000551006000320010,530,34,27,0,1,0,3,1,2,0,0,0
G000551006000320010,535,38,30,0,0,0,2,3,2,0,0,1
G000551006000410010,480,22,14,0,0,0,0,4,4,0,0,0
G000551006000410010,485,25,10,0,0,0,4,3,7,0,1,0
G000551006000410010,490,20,11,0,0,0,1,6,1,1,0,0
G000551006000410010,495,22,18,0,0,0,1,0,3,0,0,0
G000551006000410010,500,31,20,0,0,0,3,4,2,2,0,0
G000551006000410010,505,19,13,0,0,0,2,2,2,0,0,0
G000551006000410010,510,34,24,0,0,0,2,4,2,0,0,2
G000551006000410010,515,32,22,0,0,0,1,3,6,0,0,0
G000551006000410010,520,37,28,0,0,0,2,1,5,0,0,1
G000551006000410010,525,46,33,0,0,0,2,3,7,0,0,1
G000551006000410010,530,32,23,0,0,0,2,1,4,0,0,2
G000551006000410010,535,34,25,0,0,0,2,5,0,1,0,1
G000551006000420010,480,18,13,0,0,0,1,1,1,0,0,2
G000551006000420010,485,28,19,0,0,0,6,1,2,0,0,0
G000551006000420010,490,27,22,0,0,0,1,1,2,1,0,0
G000551006000420010,495,29,21,0,0,0,2,3,3,0,0,0
G000551006000420010,500,15,12,0,0,0,1,1,1,0,0,0
G000551006000420010,505,22,17,0,1,0,1,1,1,0,0,1
G000551006000420010,510,18,11,0,1,0,5,0,1,0,0,0
G000551006000420010,515,28,15,0,1,0,2,4,4,2,0,0
G000551006000420010,520,22,15,0,0,0,4,1,2,0,0,0
G000551006000420010,525,32,27,0,1,0,2,1,0,0,0,1
G000551006000420010,530,24,19,0,0,0,2,0,1,1,0,1
G000551006000420010,535,27,13,0,1,0,5,5,3,0,0,0
G000551006000510010,480,26,17,0,0,0,1,3,5,0,0,0
G000551006000510010,485,21,16,0,0,0,2,1,1,0,0,1
G000551006000510010,490,21,14,0,0,0,2,4,0,1,0,0
G000551006000510010,495,31,23,0,0,0,2,2,4,0,0,0
G000551006000510010,500,30,23,0,0,0,4,1,2,0,0,0
G000551006000510010,505,29,21,0,0,0,1,3,4,0,0,0
G000551006000510010,510,21,12,0,0,0,4,1,4,0,0,0
G000551006000510010,515,26,18,0,0,0,1,3,4,0,0,0
G000551006000510010,520,24,14,0,0,0,1,3,5,0,1,0
G000551006000510010,525,28,21,0,0,0,2,3,2,0,0,0
G000551006000510010,530,34,21,0,0,0,4,4,3,2,0,0
G000551006000510010,535,32,26,0,0,0,3,0,3,0,0,0
G000551006000520010,480,18,9,0,0,0,2,4,3,0,0,0
G000551006000520010,485,22,12,0,1,0,1,4,2,1,0,1
G000551006000520010,490,12,9,0,0,0,2,0,0,0,0,1
G000551006000520010,495,19,16,0,1,0,1,1,0,0,0,0
G000551006000520010,500,18,9,0,0,0,2,3,4,0,0,0
G000551006000520010,505,25,18,0,0,0,2,2,2,1,0,0
G000551006000520010,510,25,17,0,1,0,5,1,1,0,0,0
